Date: 07-13 at 19:55:07, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1298.93(15) mean: 2978.18, max: 3616.01
Date: 07-13 at 19:55:57, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1101.74(13) mean: 2935.01, max: 3559.19
Date: 07-13 at 19:56:41, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1080.43(13) mean: 2675.71, max: 3396.34
Date: 07-13 at 19:57:31, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1060.61(12) mean: 2676.46, max: 3395.54
Date: 07-13 at 19:58:22, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1056.97(12) mean: 2612.97, max: 3352.48
Date: 07-13 at 19:59:17, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1056.97(12) mean: 2299.31, max: 3146.04
Date: 07-13 at 20:00:06, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1056.97(12) mean: 1260.62, max: 1384.18
Date: 07-13 at 20:00:50, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1056.97(12) mean: 1283.98, max: 1448.66
Date: 07-13 at 20:01:38, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1009.06(13) mean: 1132.99, max: 1339.73
Date: 07-13 at 20:02:22, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1004.90(13) mean: 1161.89, max: 1399.29
Date: 07-13 at 20:03:03, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1003.82(13) mean: 1190.11, max: 1424.26
Date: 07-13 at 20:03:54, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 979.84(12) mean: 1049.84, max: 1195.68
Date: 07-13 at 20:04:34, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 970.80(12) mean: 1089.22, max: 1252.38
Date: 07-13 at 20:05:23, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 946.72(12) mean: 1009.27, max: 1068.30
Date: 07-13 at 20:06:14, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 920.56(12) mean: 1026.00, max: 1091.10
Date: 07-13 at 20:07:06, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 920.56(12) mean: 981.86, max: 1048.28
Date: 07-13 at 20:07:50, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 920.56(12) mean: 984.98, max: 1079.91
Date: 07-13 at 20:08:34, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 906.19(11) mean: 995.24, max: 1087.20
Date: 07-13 at 20:09:17, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 1022.52, max: 1124.96
Date: 07-13 at 20:10:05, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 972.52, max: 1023.89
Date: 07-13 at 20:10:49, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 1003.90, max: 1064.69
Date: 07-13 at 20:11:35, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 975.62, max: 1055.58
Date: 07-13 at 20:12:22, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 965.00, max: 1021.03
Date: 07-13 at 20:13:05, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 977.08, max: 1053.53
Date: 07-13 at 20:13:54, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 905.20(11) mean: 964.31, max: 1019.73
Date: 07-13 at 20:14:38, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 942.97, max: 1000.96
Date: 07-13 at 20:15:24, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 948.71, max: 1031.52
Date: 07-13 at 20:16:12, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 942.86, max: 973.89
Date: 07-13 at 20:17:00, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 936.98, max: 971.14
Date: 07-13 at 20:17:39, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 947.01, max: 1002.77
Date: 07-13 at 20:18:24, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 940.49, max: 1023.77
Date: 07-13 at 20:19:07, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 948.51, max: 1048.59
Date: 07-13 at 20:19:54, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 927.13, max: 969.21
Date: 07-13 at 20:20:38, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 927.18, max: 988.81
Date: 07-13 at 20:21:23, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 924.39, max: 978.22
Date: 07-13 at 20:22:12, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 923.17, max: 962.07
Date: 07-13 at 20:22:58, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.55, max: 937.90
Date: 07-13 at 20:23:39, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 916.40, max: 950.17
Date: 07-13 at 20:24:23, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.41, max: 937.90
Date: 07-13 at 20:25:07, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.26, max: 937.90
Date: 07-13 at 20:25:57, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.65, max: 937.90
Date: 07-13 at 20:26:38, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.54, max: 937.90
Date: 07-13 at 20:27:22, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.26, max: 937.90
Date: 07-13 at 20:28:07, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.26, max: 937.90
Date: 07-13 at 20:28:53, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.26, max: 937.90
Date: 07-13 at 20:29:37, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 914.26, max: 937.90
Date: 07-13 at 20:30:16, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 926.91, max: 949.68
Date: 07-13 at 20:30:59, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 901.01(11) mean: 940.54, max: 999.89
Date: 07-13 at 20:31:46, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 900.24(11) mean: 900.96, max: 901.11
Date: 07-13 at 20:32:35, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 897.51(11) mean: 900.03, max: 900.24
Date: 07-13 at 20:33:13, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 897.51(11) mean: 927.90, max: 930.10
Date: 07-13 at 20:33:57, iter: 52, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 895.92(11) mean: 898.36, max: 907.36
Date: 07-13 at 20:34:42, iter: 53, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 895.92(11) mean: 896.87, max: 897.51
Date: 07-13 at 20:35:26, iter: 54, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 895.92(11) mean: 912.44, max: 923.46
Date: 07-13 at 20:36:09, iter: 55, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 895.52(11) mean: 895.91, max: 896.26
Date: 07-13 at 20:36:50, iter: 56, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 895.52(11) mean: 895.91, max: 896.26
