Problem,Num_customer,NV,Opt,Our_NV,Our_floor,Our
RC201,100,9,1261.8,9,1268.8,1272.3
RC202,100,8,1092.3,8,1096.3,1099.5
RC203,100,,,5,934.4,937.4
RC204,100,,,4,793.6,796.3
RC205,100,7,1154.0,8,1162.7,1166.6
RC206,100,,,7,1070.2,1073.8
RC207,100,,,6,967.7,970.9
RC208,100,,,4,778.4,781.3
