Date: 07-25 at 08:21:14, #particle: 30, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1416.13(5), mean: 3192.22, max: 3889.45
Date: 07-25 at 08:22:56, #particle: 30, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1307.59(7), mean: 2914.25, max: 3732.17
Date: 07-25 at 08:24:57, #particle: 30, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1221.65(6), mean: 2928.42, max: 3749.99
Date: 07-25 at 08:26:32, #particle: 30, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1208.00(6), mean: 2469.43, max: 3197.28
Date: 07-25 at 08:28:17, #particle: 30, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1180.91(6), mean: 2011.87, max: 2960.58
Date: 07-25 at 08:29:45, #particle: 30, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1179.90(6), mean: 1986.78, max: 2910.15
Date: 07-25 at 08:31:19, #particle: 30, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1179.90(6), mean: 1596.72, max: 2443.27
Date: 07-25 at 08:32:52, #particle: 30, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1179.90(6), mean: 1375.98, max: 2077.48
Date: 07-25 at 08:34:32, #particle: 30, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1168.22(10), mean: 1233.73, max: 1298.49
Date: 07-25 at 08:36:10, #particle: 30, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1146.17(10), mean: 1290.13, max: 1393.86
Date: 07-25 at 08:37:51, #particle: 30, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1138.65(9), mean: 1185.14, max: 1250.03
Date: 07-25 at 08:39:33, #particle: 30, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1127.09(9), mean: 1218.67, max: 1289.76
Date: 07-25 at 08:41:29, #particle: 30, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1125.33(9), mean: 1185.98, max: 1238.79
Date: 07-25 at 08:43:18, #particle: 30, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1119.90(9), mean: 1212.37, max: 1283.83
Date: 07-25 at 08:44:50, #particle: 30, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1242.81, max: 1333.87
Date: 07-25 at 08:46:47, #particle: 30, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1199.63, max: 1256.82
Date: 07-25 at 08:48:32, #particle: 30, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1255.02, max: 1322.90
Date: 07-25 at 08:50:09, #particle: 30, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1281.32, max: 1358.14
Date: 07-25 at 08:52:02, #particle: 30, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1219.63, max: 1323.69
Date: 07-25 at 08:53:33, #particle: 30, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1238.50, max: 1337.69
Date: 07-25 at 08:55:10, #particle: 30, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1117.48(9), mean: 1184.10, max: 1284.66
Date: 07-25 at 08:56:46, #particle: 30, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1108.57(10), mean: 1171.18, max: 1304.40
Date: 07-25 at 08:58:21, #particle: 30, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1108.13(10), mean: 1134.02, max: 1182.89
Date: 07-25 at 09:00:03, #particle: 30, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1108.13(10), mean: 1172.02, max: 1223.61
Date: 07-25 at 09:01:47, #particle: 30, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1107.20(10), mean: 1150.10, max: 1254.53
Date: 07-25 at 09:03:27, #particle: 30, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1105.64(10), mean: 1123.91, max: 1161.88
Date: 07-25 at 09:05:14, #particle: 30, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1105.60(10), mean: 1142.10, max: 1187.38
Date: 07-25 at 09:06:41, #particle: 30, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1105.60(10), mean: 1197.07, max: 1247.56
Date: 07-25 at 09:08:46, #particle: 30, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1103.95(10), mean: 1161.74, max: 1238.70
Date: 07-25 at 09:10:21, #particle: 30, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1103.09(10), mean: 1161.14, max: 1286.43
Date: 07-25 at 09:12:03, #particle: 30, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1101.55(10), mean: 1134.64, max: 1286.09
Date: 07-25 at 09:14:08, #particle: 30, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1100.73(10), mean: 1128.62, max: 1183.91
Date: 07-25 at 09:16:04, #particle: 30, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1123.87, max: 1173.16
Date: 07-25 at 09:17:52, #particle: 30, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1164.90, max: 1217.36
Date: 07-25 at 09:19:29, #particle: 30, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1128.21, max: 1236.92
Date: 07-25 at 09:21:07, #particle: 30, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1123.02, max: 1236.24
Date: 07-25 at 09:23:04, #particle: 30, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1115.42, max: 1162.96
Date: 07-25 at 09:24:59, #particle: 30, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1114.79, max: 1161.66
Date: 07-25 at 09:27:04, #particle: 30, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1115.33, max: 1159.62
Date: 07-25 at 09:28:37, #particle: 30, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1099.93(10), mean: 1154.92, max: 1216.92
Date: 07-25 at 09:30:20, #particle: 30, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1098.92(10), mean: 1112.86, max: 1156.92
Date: 07-25 at 09:31:55, #particle: 30, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1098.92(10), mean: 1109.03, max: 1150.71
Date: 07-25 at 09:33:34, #particle: 30, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1098.92(10), mean: 1149.94, max: 1208.10
Date: 07-25 at 09:35:38, #particle: 30, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1098.92(10), mean: 1124.80, max: 1179.15
