Date: 07-14 at 04:14:45, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1360.28(14) mean: 3655.41, max: 4147.53
Date: 07-14 at 04:15:52, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1191.02(13) mean: 3367.08, max: 4019.41
Date: 07-14 at 04:16:58, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1115.36(13) mean: 3226.57, max: 3718.44
Date: 07-14 at 04:18:07, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1114.23(13) mean: 3249.55, max: 3743.14
Date: 07-14 at 04:19:15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1112.87(13) mean: 3274.06, max: 3779.29
Date: 07-14 at 04:20:25, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1112.87(13) mean: 3244.66, max: 3697.16
Date: 07-14 at 04:21:34, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1112.87(13) mean: 1382.69, max: 1490.94
Date: 07-14 at 04:22:43, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1112.87(13) mean: 1380.08, max: 1517.53
Date: 07-14 at 04:23:48, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1021.53(14) mean: 1191.31, max: 1382.05
Date: 07-14 at 04:24:50, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 986.04(14) mean: 1120.48, max: 1256.77
Date: 07-14 at 04:25:51, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 931.64(12) mean: 1058.47, max: 1176.89
Date: 07-14 at 04:26:53, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 931.64(12) mean: 1084.85, max: 1242.44
Date: 07-14 at 04:27:52, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 931.64(12) mean: 1044.09, max: 1253.87
Date: 07-14 at 04:28:54, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 931.64(12) mean: 1040.55, max: 1243.96
Date: 07-14 at 04:29:57, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 1006.95, max: 1203.29
Date: 07-14 at 04:30:59, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 987.77, max: 1144.13
Date: 07-14 at 04:32:01, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 967.74, max: 1009.70
Date: 07-14 at 04:33:02, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 962.19, max: 1004.89
Date: 07-14 at 04:34:03, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 961.45, max: 1004.89
Date: 07-14 at 04:35:02, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 1068.46, max: 1304.28
Date: 07-14 at 04:36:04, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 898.87(11) mean: 998.08, max: 1184.71
Date: 07-14 at 04:37:02, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 898.87(11) mean: 967.65, max: 1014.24
Date: 07-14 at 04:37:56, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 940.86, max: 986.39
Date: 07-14 at 04:38:58, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 938.05, max: 982.42
Date: 07-14 at 04:39:58, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 968.51, max: 1017.88
Date: 07-14 at 04:40:58, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.43(11) mean: 948.57, max: 1004.65
Date: 07-14 at 04:41:58, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 892.25(11) mean: 988.25, max: 1046.68
Date: 07-14 at 04:43:01, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 892.25(11) mean: 934.27, max: 1000.67
Date: 07-14 at 04:44:01, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.80(11) mean: 969.30, max: 1054.08
Date: 07-14 at 04:45:01, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 904.72, max: 962.06
Date: 07-14 at 04:46:01, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 885.65, max: 958.93
Date: 07-14 at 04:46:57, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 883.15, max: 946.89
Date: 07-14 at 04:48:00, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 878.57, max: 946.89
Date: 07-14 at 04:48:54, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 870.51, max: 928.05
Date: 07-14 at 04:50:01, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 880.81, max: 994.53
Date: 07-14 at 04:51:00, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 876.54, max: 982.73
Date: 07-14 at 04:51:58, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 870.38, max: 933.96
Date: 07-14 at 04:52:53, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 858.60, max: 896.43
Date: 07-14 at 04:54:04, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 862.60, max: 983.85
Date: 07-14 at 04:54:57, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 849.67, max: 896.43
Date: 07-14 at 04:55:52, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 850.07, max: 905.42
Date: 07-14 at 04:56:47, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 847.44, max: 896.43
Date: 07-14 at 04:57:51, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 847.44, max: 896.43
Date: 07-14 at 04:58:50, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 847.44, max: 896.43
Date: 07-14 at 04:59:48, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 837.35, max: 891.18
Date: 07-14 at 05:00:44, iter: 50, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:01:48, iter: 52, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 840.82, max: 1007.24
Date: 07-14 at 05:02:44, iter: 53, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 841.91, max: 1023.56
Date: 07-14 at 05:03:45, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 844.06, max: 1055.71
Date: 07-14 at 05:04:41, iter: 55, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 831.04, max: 860.42
Date: 07-14 at 05:05:47, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.95, max: 859.06
Date: 07-14 at 05:06:46, iter: 58, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.95, max: 859.06
Date: 07-14 at 05:07:40, iter: 59, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:08:34, iter: 60, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:09:41, iter: 62, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:10:37, iter: 63, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:11:30, iter: 64, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:12:26, iter: 65, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:13:38, iter: 67, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 833.47, max: 896.89
Date: 07-14 at 05:14:34, iter: 68, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:15:27, iter: 69, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:16:20, iter: 70, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:17:29, iter: 72, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 837.07, max: 950.94
Date: 07-14 at 05:18:25, iter: 73, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.27, max: 848.89
Date: 07-14 at 05:19:27, iter: 74, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:20:29, iter: 75, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:21:42, iter: 77, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 838.29, max: 969.27
Date: 07-14 at 05:22:36, iter: 78, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 838.19, max: 967.72
Date: 07-14 at 05:23:34, iter: 79, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:24:35, iter: 80, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:25:44, iter: 82, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 829.79, max: 841.72
Date: 07-14 at 05:26:37, iter: 83, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:27:33, iter: 84, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:28:32, iter: 85, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-14 at 05:29:37, iter: 87, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 840.61, max: 1004.06
Date: 07-14 at 05:30:33, iter: 88, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 837.75, max: 961.11
Date: 07-14 at 05:31:32, iter: 89, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
