Date: 09-17 at 08:30:24, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1618.83(13), mean: 3714.03, max: 4153.02
Date: 09-17 at 08:31:08, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1273.32(13), mean: 3357.84, max: 3946.84
Date: 09-17 at 08:31:51, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1087.31(13), mean: 2709.55, max: 3700.40
Date: 09-17 at 08:32:34, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1024.62(12), mean: 2618.75, max: 3597.18
Date: 09-17 at 08:33:15, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1023.41(12), mean: 2447.38, max: 3369.87
Date: 09-17 at 08:34:00, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 990.76(13), mean: 2054.62, max: 2865.15
Date: 09-17 at 08:34:48, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 989.90(13), mean: 1121.79, max: 1283.84
Date: 09-17 at 08:35:29, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 987.10(13), mean: 1143.04, max: 1324.79
Date: 09-17 at 08:36:21, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 959.34(12), mean: 1035.67, max: 1125.61
Date: 09-17 at 08:36:58, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 959.34(12), mean: 1077.93, max: 1174.54
Date: 09-17 at 08:37:41, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 959.34(12), mean: 1041.67, max: 1125.62
Date: 09-17 at 08:38:27, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 955.75(12), mean: 1016.88, max: 1092.96
