Date: 03-07 at 18:46:19, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1137.06(9), mean: 2275.41, max: 2537.35
Date: 03-07 at 18:46:32, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 954.00(9), mean: 2129.77, max: 2427.89
Date: 03-07 at 18:46:46, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 873.44(9), mean: 2042.67, max: 2317.07
Date: 03-07 at 18:47:00, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 818.01(8), mean: 1886.78, max: 2346.21
Date: 03-07 at 18:47:16, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 808.57(8), mean: 1059.97, max: 1185.66
Date: 03-07 at 18:47:32, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 808.57(8), mean: 1018.72, max: 1163.43
Date: 03-07 at 18:47:46, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 808.57(8), mean: 1032.35, max: 1206.41
Date: 03-07 at 18:48:00, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 791.74(8), mean: 985.29, max: 1131.48
Date: 03-07 at 18:48:13, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 788.89(8), mean: 879.08, max: 1017.70
Date: 03-07 at 18:48:26, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 781.96(8), mean: 871.89, max: 1018.02
Date: 03-07 at 18:48:46, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 779.85(8), mean: 823.46, max: 885.22
Date: 03-07 at 18:48:59, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 814.26, max: 854.68
Date: 03-07 at 18:49:14, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 869.52, max: 934.63
Date: 03-07 at 18:49:35, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 830.31, max: 882.70
Date: 03-07 at 18:49:49, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 822.18, max: 917.66
Date: 03-07 at 18:50:03, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 872.14, max: 982.64
Date: 03-07 at 18:50:24, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 2223.61, max: 2578.12
Date: 03-07 at 18:50:39, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 2014.18, max: 2382.63
Date: 03-07 at 18:50:55, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 1728.30, max: 2011.67
Date: 03-07 at 18:51:11, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 1467.94, max: 1837.72
Date: 03-07 at 18:51:29, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 2218.23, max: 2657.69
Date: 03-07 at 18:51:45, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 778.72(8), mean: 2088.47, max: 2553.28
