Date: 07-05 at 20:15:11, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1346.17(5) mean: 3199.15, max: 3889.45
Date: 07-05 at 20:16:47, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1302.79(5) mean: 2789.38, max: 3527.73
Date: 07-05 at 20:18:14, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1293.15(13) mean: 1914.37, max: 2877.71
Date: 07-05 at 20:19:41, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1260.23(13) mean: 1917.39, max: 2819.55
Date: 07-05 at 20:21:07, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1245.18(12) mean: 1884.86, max: 2662.96
Date: 07-05 at 20:22:41, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1200.81(12) mean: 1727.46, max: 2300.77
Date: 07-05 at 20:24:14, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1194.00(12) mean: 1747.57, max: 2329.31
Date: 07-05 at 20:25:51, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1193.73(12) mean: 1760.45, max: 2310.86
Date: 07-05 at 20:27:21, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1193.73(12) mean: 1276.63, max: 1345.21
Date: 07-05 at 20:28:56, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1193.73(12) mean: 1327.57, max: 1410.40
Date: 07-05 at 20:30:24, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1193.73(12) mean: 1326.49, max: 1448.05
Date: 07-05 at 20:31:57, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1193.73(12) mean: 1343.58, max: 1476.96
Date: 07-05 at 20:33:33, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1188.44(12) mean: 1318.06, max: 1492.25
Date: 07-05 at 20:35:05, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1181.10(12) mean: 1292.25, max: 1447.99
Date: 07-05 at 20:36:37, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1172.10(11) mean: 1252.89, max: 1393.88
Date: 07-05 at 20:38:04, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1151.01(10) mean: 1267.93, max: 1373.08
Date: 07-05 at 20:39:36, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1149.82(10) mean: 1260.50, max: 1412.08
Date: 07-05 at 20:41:06, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1149.82(10) mean: 1255.91, max: 1423.15
Date: 07-05 at 20:42:39, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1149.82(10) mean: 1229.47, max: 1312.45
Date: 07-05 at 20:44:15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1149.82(10) mean: 1202.98, max: 1296.85
Date: 07-05 at 20:45:46, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35 best obj: 1149.82(10) mean: 1193.22, max: 1230.33
