Date: 07-22 at 23:51:48, #particle: 10, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1804.10(22), mean: 2496.87, max: 2694.30
Date: 07-22 at 23:52:31, #particle: 10, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1736.81(21), mean: 2453.60, max: 2723.85
Date: 07-22 at 23:53:18, #particle: 10, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2479.47, max: 2765.04
Date: 07-22 at 23:54:05, #particle: 10, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2414.75, max: 2748.21
Date: 07-22 at 23:54:56, #particle: 10, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2373.85, max: 2737.16
Date: 07-22 at 23:55:44, #particle: 10, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2154.14, max: 2702.95
Date: 07-22 at 23:56:27, #particle: 10, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2165.95, max: 2681.74
Date: 07-22 at 23:57:17, #particle: 10, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2046.18, max: 2643.19
Date: 07-22 at 23:58:05, #particle: 10, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 2020.34, max: 2644.37
Date: 07-22 at 23:58:54, #particle: 10, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 1925.82, max: 2595.07
Date: 07-22 at 23:59:44, #particle: 10, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1731.76(21), mean: 1835.40, max: 2122.82
Date: 07-23 at 00:00:30, #particle: 10, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1726.55(23), mean: 1889.92, max: 2228.06
Date: 07-23 at 00:01:15, #particle: 10, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1720.00(23), mean: 1872.93, max: 2209.51
Date: 07-23 at 00:02:07, #particle: 10, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1704.66(22), mean: 1800.00, max: 1990.50
Date: 07-23 at 00:02:56, #particle: 10, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1696.88(22), mean: 1749.32, max: 1790.77
Date: 07-23 at 00:03:39, #particle: 10, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1696.88(22), mean: 1787.65, max: 1839.39
Date: 07-23 at 00:04:31, #particle: 10, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1696.68(23), mean: 1741.98, max: 1779.24
Date: 07-23 at 00:05:18, #particle: 10, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1758.28, max: 1817.51
Date: 07-23 at 00:06:06, #particle: 10, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1789.01, max: 1863.50
Date: 07-23 at 00:06:48, #particle: 10, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1805.30, max: 1913.07
Date: 07-23 at 00:07:37, #particle: 10, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1744.13, max: 1775.24
Date: 07-23 at 00:08:27, #particle: 10, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1730.94, max: 1768.91
Date: 07-23 at 00:09:18, #particle: 10, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1783.59, max: 1898.34
Date: 07-23 at 00:10:03, #particle: 10, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1771.93, max: 1913.03
Date: 07-23 at 00:10:49, #particle: 10, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1722.68, max: 1839.00
Date: 07-23 at 00:11:39, #particle: 10, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1692.30(23), mean: 1710.10, max: 1731.95
Date: 07-23 at 00:12:29, #particle: 10, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1770.76, max: 1949.98
Date: 07-23 at 00:13:18, #particle: 10, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1743.17, max: 1870.06
Date: 07-23 at 00:14:00, #particle: 10, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1785.79, max: 1898.81
Date: 07-23 at 00:14:43, #particle: 10, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1774.86, max: 1821.29
Date: 07-23 at 00:15:27, #particle: 10, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1827.21, max: 1948.50
Date: 07-23 at 00:16:19, #particle: 10, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1721.78, max: 1775.79
Date: 07-23 at 00:17:04, #particle: 10, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1731.74, max: 1787.72
Date: 07-23 at 00:17:49, #particle: 10, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1718.75, max: 1803.28
Date: 07-23 at 00:18:40, #particle: 10, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1733.72, max: 1820.84
Date: 07-23 at 00:19:27, #particle: 10, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1726.02, max: 1853.33
Date: 07-23 at 00:20:13, #particle: 10, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1727.12, max: 1831.84
Date: 07-23 at 00:21:03, #particle: 10, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 2177.51, max: 2869.89
Date: 07-23 at 00:21:56, #particle: 10, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1782.14, max: 1955.82
Date: 07-23 at 00:22:40, #particle: 10, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1816.60, max: 2005.26
Date: 07-23 at 00:23:26, #particle: 10, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1827.37, max: 2053.50
Date: 07-23 at 00:24:15, #particle: 10, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1779.26, max: 1896.58
Date: 07-23 at 00:24:59, #particle: 10, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1795.98, max: 1912.72
Date: 07-23 at 00:25:45, #particle: 10, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1745.23, max: 1902.35
Date: 07-23 at 00:26:32, #particle: 10, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1725.44, max: 1804.54
Date: 07-23 at 00:27:25, #particle: 10, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1719.73, max: 1829.48
Date: 07-23 at 00:28:12, #particle: 10, iter: 57, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1745.69, max: 1875.63
Date: 07-23 at 00:28:56, #particle: 10, iter: 58, fix: false, local: false, cut car: true, new generate: true, Khoo: 1613.59, best obj: 1670.83(21), mean: 1751.04, max: 1894.65
