Date: 10-27 at 00:00:23, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1928.16(19), mean: 2411.22, max: 3096.58
Date: 10-27 at 00:01:47, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1859.00(20), mean: 2182.65, max: 3038.80
Date: 10-27 at 00:03:09, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1837.29(19), mean: 2225.17, max: 3044.13
Date: 10-27 at 00:04:43, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1823.15(19), mean: 1933.58, max: 2018.34
Date: 10-27 at 00:06:03, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1823.15(19), mean: 1996.21, max: 2072.52
Date: 10-27 at 00:07:21, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1823.15(19), mean: 2043.29, max: 2127.70
Date: 10-27 at 00:08:41, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1798.79(20), mean: 2036.85, max: 2208.09
Date: 10-27 at 00:10:02, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1776.27(18), mean: 2045.81, max: 2230.13
Date: 10-27 at 00:11:32, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.75(19), mean: 1942.71, max: 2259.06
Date: 10-27 at 00:12:57, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1880.54, max: 2202.90
Date: 10-27 at 00:14:29, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1814.22, max: 1951.06
Date: 10-27 at 00:15:54, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1787.07, max: 1881.48
Date: 10-27 at 00:17:14, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1818.61, max: 1935.52
Date: 10-27 at 00:18:35, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1838.90, max: 2004.20
Date: 10-27 at 00:19:56, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1806.28, max: 1858.11
Date: 10-27 at 00:21:21, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1797.35, max: 1936.28
Date: 10-27 at 00:22:39, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1829.60, max: 1997.20
Date: 10-27 at 00:23:57, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1807.49, max: 1921.54
Date: 10-27 at 00:25:18, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1816.27, max: 1975.58
Date: 10-27 at 00:26:43, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1773.15, max: 1817.06
Date: 10-27 at 00:28:07, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1766.89, max: 1817.06
Date: 10-27 at 00:29:31, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1770.74, max: 1846.72
Date: 10-27 at 00:30:50, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1806.16, max: 1892.31
Date: 10-27 at 00:32:14, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1761.93, max: 1846.96
Date: 10-27 at 00:33:33, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1741.74(18), mean: 1784.96, max: 1901.12
