Date: 07-02 at 20:27:06, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 2000.69(20) mean: 2929.57, max: 3286.04
Date: 07-02 at 20:28:37, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1879.32(19) mean: 2670.24, max: 3283.52
Date: 07-02 at 20:30:05, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1862.21(19) mean: 2701.51, max: 3307.50
Date: 07-02 at 20:31:42, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1827.55(19) mean: 2560.10, max: 3235.21
Date: 07-02 at 20:33:07, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 2587.65, max: 3261.88
Date: 07-02 at 20:34:57, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 1928.79, max: 2012.96
Date: 07-02 at 20:36:27, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 1948.58, max: 2047.24
Date: 07-02 at 20:37:52, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 1982.45, max: 2115.31
Date: 07-02 at 20:39:21, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 2052.67, max: 2215.38
Date: 07-02 at 20:40:58, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1822.09(19) mean: 2105.38, max: 2266.03
Date: 07-02 at 20:42:34, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1811.80(19) mean: 1959.77, max: 2289.63
Date: 07-02 at 20:44:11, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1772.66(19) mean: 1981.02, max: 2285.12
Date: 07-02 at 20:45:48, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1770.88(18) mean: 1995.36, max: 2315.02
Date: 07-02 at 20:47:25, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1770.88(18) mean: 1973.22, max: 2382.99
Date: 07-02 at 20:48:58, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1770.88(18) mean: 2030.02, max: 2406.30
Date: 07-02 at 20:50:38, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1770.88(18) mean: 1999.48, max: 2449.10
Date: 07-02 at 20:52:27, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1760.31(19) mean: 1854.96, max: 1941.55
Date: 07-02 at 20:54:13, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1747.05(18) mean: 1851.88, max: 1988.44
Date: 07-02 at 20:55:44, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1747.05(18) mean: 1846.52, max: 1964.75
Date: 07-02 at 20:57:18, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1747.05(18) mean: 1866.99, max: 2027.65
Date: 07-02 at 20:59:05, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1745.47(19) mean: 1826.65, max: 1885.03
Date: 07-02 at 21:00:38, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1745.46(18) mean: 1874.54, max: 1981.63
Date: 07-02 at 21:02:20, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1745.46(18) mean: 1821.48, max: 1947.99
