Date: 12-24 at 23:41:39, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1214.14(13), mean: 2316.66, max: 2890.83
Date: 12-24 at 23:42:37, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1162.34(12), mean: 2201.99, max: 2843.16
Date: 12-24 at 23:43:35, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1155.60(12), mean: 2176.48, max: 2797.22
Date: 12-24 at 23:44:33, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1148.36(12), mean: 1596.13, max: 2549.14
Date: 12-24 at 23:45:30, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1145.83(15), mean: 1448.80, max: 2202.42
Date: 12-24 at 23:46:25, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1090.59(13), mean: 1477.69, max: 2225.93
Date: 12-24 at 23:47:24, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1067.38(13), mean: 1472.06, max: 2233.90
Date: 12-24 at 23:48:21, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1067.38(13), mean: 1341.76, max: 2037.54
Date: 12-24 at 23:49:23, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1067.38(13), mean: 1158.49, max: 1282.99
Date: 12-24 at 23:50:21, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1066.77(12), mean: 1136.18, max: 1277.49
Date: 12-24 at 23:51:19, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1065.89(13), mean: 1145.63, max: 1302.01
Date: 12-24 at 23:52:19, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1065.89(13), mean: 1098.85, max: 1148.34
Date: 12-24 at 23:53:23, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1065.89(13), mean: 1093.64, max: 1133.50
Date: 12-24 at 23:54:23, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1057.24(13), mean: 1090.83, max: 1124.78
Date: 12-24 at 23:55:18, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1055.46(13), mean: 1090.57, max: 1124.07
Date: 12-24 at 23:56:12, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1055.46(13), mean: 1124.06, max: 1165.49
Date: 12-24 at 23:57:09, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1055.46(13), mean: 1148.02, max: 1198.39
Date: 12-24 at 23:58:08, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.90(13), mean: 1114.97, max: 1234.82
Date: 12-24 at 23:59:10, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.53(13), mean: 1101.15, max: 1186.71
Date: 12-25 at 00:00:08, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1098.05, max: 1226.32
Date: 12-25 at 00:01:08, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1078.92, max: 1166.20
Date: 12-25 at 00:02:10, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1079.05, max: 1166.76
Date: 12-25 at 00:03:12, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1077.01, max: 1165.44
Date: 12-25 at 00:04:12, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1076.87, max: 1165.44
Date: 12-25 at 00:05:08, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1081.80, max: 1177.61
Date: 12-25 at 00:06:02, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1077.58, max: 1148.45
Date: 12-25 at 00:07:04, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1061.31, max: 1097.18
Date: 12-25 at 00:08:05, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1063.63, max: 1118.94
Date: 12-25 at 00:09:06, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(14), mean: 1060.56, max: 1096.74
Date: 12-25 at 00:09:57, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 974.24, best obj: 1051.50(13), mean: 1090.97, max: 1133.79
