Date: 07-13 at 03:25:51, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1553.46(13) mean: 3454.42, max: 3859.83
Date: 07-13 at 03:26:44, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1222.57(13) mean: 3406.67, max: 3834.67
Date: 07-13 at 03:27:37, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1193.99(13) mean: 3375.85, max: 3840.96
Date: 07-13 at 03:28:28, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1152.46(13) mean: 3088.09, max: 3649.09
Date: 07-13 at 03:29:27, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1152.07(13) mean: 3067.60, max: 3557.20
Date: 07-13 at 03:30:18, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.64(13) mean: 2827.45, max: 3442.26
Date: 07-13 at 03:31:11, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1063.09(13) mean: 2510.68, max: 3363.08
Date: 07-13 at 03:32:09, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 968.12(12) mean: 2558.44, max: 3421.03
Date: 07-13 at 03:33:12, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1324.21, max: 1670.38
Date: 07-13 at 03:34:04, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1160.85, max: 1438.80
Date: 07-13 at 03:34:57, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1088.21, max: 1263.23
Date: 07-13 at 03:35:47, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1055.99, max: 1165.87
Date: 07-13 at 03:36:32, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1088.56, max: 1231.12
Date: 07-13 at 03:37:25, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1035.43, max: 1155.88
Date: 07-13 at 03:38:14, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1028.13, max: 1155.88
Date: 07-13 at 03:39:04, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1024.92, max: 1150.57
Date: 07-13 at 03:39:57, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1026.97, max: 1179.68
Date: 07-13 at 03:40:55, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1028.36, max: 1177.71
Date: 07-13 at 03:41:42, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 962.24(12) mean: 1023.37, max: 1184.21
