Date: 01-26 at 20:56:18, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1774.08(6), mean: 3480.25, max: 4276.19
Date: 01-26 at 20:56:55, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1628.42(11), mean: 2983.51, max: 3930.08
Date: 01-26 at 20:57:37, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1480.96(10), mean: 2677.84, max: 3726.80
Date: 01-26 at 20:58:18, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1431.53(10), mean: 2562.58, max: 3513.23
Date: 01-26 at 20:58:59, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1431.53(10), mean: 2203.28, max: 2878.45
Date: 01-26 at 20:59:43, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1354.89(11), mean: 2089.23, max: 2779.51
Date: 01-26 at 21:00:22, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1304.23(10), mean: 1891.62, max: 2618.18
Date: 01-26 at 21:01:00, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1304.23(10), mean: 1842.31, max: 2627.78
Date: 01-26 at 21:01:47, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1304.23(10), mean: 1578.18, max: 2391.03
Date: 01-26 at 21:02:36, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1304.23(10), mean: 1381.11, max: 1452.44
Date: 01-26 at 21:03:17, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1296.95(10), mean: 1378.69, max: 1482.89
Date: 01-26 at 21:04:03, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1280.94(9), mean: 1382.31, max: 1500.36
Date: 01-26 at 21:04:52, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1280.94(9), mean: 1322.11, max: 1409.74
Date: 01-26 at 21:05:42, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1260.23(10), mean: 1314.73, max: 1446.42
Date: 01-26 at 21:06:24, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1257.33(10), mean: 1300.91, max: 1403.52
Date: 01-26 at 21:07:11, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1251.99(10), mean: 1277.13, max: 1367.69
Date: 01-26 at 21:07:58, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1251.99(10), mean: 1273.67, max: 1350.31
Date: 01-26 at 21:08:42, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1250.37(10), mean: 1286.89, max: 1410.37
Date: 01-26 at 21:09:33, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1250.37(10), mean: 1290.20, max: 1420.12
Date: 01-26 at 21:10:19, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1249.21(10), mean: 1293.08, max: 1359.67
Date: 01-26 at 21:10:58, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1249.21(10), mean: 1282.47, max: 1403.64
Date: 01-26 at 21:11:49, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1257.65, max: 1294.14
Date: 01-26 at 21:12:32, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1270.98, max: 1362.85
Date: 01-26 at 21:13:18, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1260.97, max: 1353.86
Date: 01-26 at 21:14:10, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1260.26, max: 1353.86
Date: 01-26 at 21:15:09, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1258.24, max: 1353.86
Date: 01-26 at 21:15:58, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 3296.50, max: 3879.40
Date: 01-26 at 21:16:43, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1601.17, max: 1766.77
Date: 01-26 at 21:17:26, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1627.63, max: 1810.17
Date: 01-26 at 21:18:08, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1658.78, max: 1833.30
Date: 01-26 at 21:18:55, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 3484.64, max: 3998.75
Date: 01-26 at 21:19:40, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1157.55, best obj: 1247.72(10), mean: 1540.04, max: 1671.02
