Date: 03-06 at 08:48:12, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 584.88(2), mean: 1038.17, max: 1405.35
Date: 03-06 at 08:48:18, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 556.06(2), mean: 663.02, max: 909.56
Date: 03-06 at 08:48:21, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 549.83(3), mean: 566.57, max: 598.22
Date: 03-06 at 08:48:27, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 523.30(3), mean: 555.91, max: 608.63
Date: 03-06 at 08:48:29, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 581.88, max: 649.11
Date: 03-06 at 08:48:36, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 474.77, max: 525.90
Date: 03-06 at 08:48:44, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 470.83, max: 472.77
Date: 03-06 at 08:48:52, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 470.83, max: 472.77
Date: 03-06 at 08:49:05, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 470.96, max: 475.04
Date: 03-06 at 08:49:13, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 1334.69, max: 1603.72
Date: 03-06 at 08:49:18, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 766.60, max: 1083.55
Date: 03-06 at 08:49:27, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 470.67(3), mean: 543.95, max: 655.72
Date: 03-06 at 08:49:36, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 445.77(3), mean: 496.11, max: 549.13
Date: 03-06 at 08:49:45, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 430.39(3), mean: 483.99, max: 546.41
Date: 03-06 at 08:49:51, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 417.04(3), mean: 472.82, max: 539.73
Date: 03-06 at 08:50:01, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 417.04(3), mean: 417.04, max: 417.04
Date: 03-06 at 08:50:09, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 417.04(3), mean: 417.04, max: 417.04
Date: 03-06 at 08:50:18, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 417.04(3), mean: 417.04, max: 417.04
