Date: 11-05 at 00:38:05, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1134.56(4), mean: 2259.30, max: 3355.70
Date: 11-05 at 00:39:22, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1095.66(4), mean: 1696.11, max: 2293.11
Date: 11-05 at 00:40:36, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1088.29(4), mean: 1296.55, max: 1754.18
Date: 11-05 at 00:41:48, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1088.29(4), mean: 1183.08, max: 1349.26
Date: 11-05 at 00:43:03, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1088.29(4), mean: 1185.27, max: 1269.60
Date: 11-05 at 00:44:16, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1078.12(6), mean: 1136.90, max: 1255.40
Date: 11-05 at 00:45:25, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1051.92(6), mean: 1107.98, max: 1206.73
Date: 11-05 at 00:46:38, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1046.45(5), mean: 1097.48, max: 1163.82
Date: 11-05 at 00:47:51, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1040.04(6), mean: 1100.52, max: 1184.98
Date: 11-05 at 00:49:07, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1023.72(6), mean: 1055.74, max: 1112.83
Date: 11-05 at 00:50:18, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1023.72(6), mean: 1078.04, max: 1162.92
Date: 11-05 at 00:51:34, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1023.19(6), mean: 1075.58, max: 1180.29
Date: 11-05 at 00:52:45, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1012.11(7), mean: 1041.33, max: 1096.02
Date: 11-05 at 00:54:02, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1007.90(7), mean: 1058.97, max: 1113.90
Date: 11-05 at 00:55:17, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1007.90(7), mean: 1040.13, max: 1119.75
Date: 11-05 at 00:56:36, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1005.44(7), mean: 1037.37, max: 1144.92
Date: 11-05 at 00:57:47, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 1005.44(7), mean: 1039.86, max: 1116.26
Date: 11-05 at 00:59:03, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 998.61(7), mean: 1019.64, max: 1110.13
Date: 11-05 at 01:00:21, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1024.06, max: 1139.77
Date: 11-05 at 01:01:39, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1034.25, max: 1047.96
Date: 11-05 at 01:03:02, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1014.83, max: 1024.41
Date: 11-05 at 01:04:18, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1012.97, max: 1043.64
Date: 11-05 at 01:05:35, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1027.44, max: 1062.70
Date: 11-05 at 01:06:55, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1044.68, max: 1094.88
Date: 11-05 at 01:08:08, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 984.98(7), mean: 1008.63, max: 1089.95
Date: 11-05 at 01:09:23, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 979.00(7), mean: 1013.06, max: 1089.90
Date: 11-05 at 01:10:35, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 1053.12, max: 1128.07
Date: 11-05 at 01:11:47, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 980.09, max: 991.05
Date: 11-05 at 01:12:58, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 984.62, max: 1024.52
Date: 11-05 at 01:14:09, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.70, max: 980.63
Date: 11-05 at 01:15:20, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 985.45, max: 1036.63
Date: 11-05 at 01:16:30, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.53, max: 978.94
Date: 11-05 at 01:17:44, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:18:54, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:20:07, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:21:16, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:22:26, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:23:43, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:24:55, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:26:06, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:27:33, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:28:43, #particle: 15, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:30:10, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:31:27, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:32:38, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:33:52, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:35:22, #particle: 15, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
Date: 11-05 at 01:36:42, #particle: 15, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 879.89, best obj: 978.50(7), mean: 978.50, max: 978.50
