Date: 08-01 at 21:42:06, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 1019.69(7), mean: 3333.75, max: 3781.52
Date: 08-01 at 21:43:29, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 917.03(5), mean: 2990.73, max: 3732.55
Date: 08-01 at 21:44:38, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 900.54(5), mean: 1371.27, max: 2374.84
Date: 08-01 at 21:45:44, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 894.18(5), mean: 1154.63, max: 1744.35
Date: 08-01 at 21:46:47, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 894.18(5), mean: 1016.27, max: 1228.75
Date: 08-01 at 21:47:50, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 874.15(5), mean: 965.74, max: 1082.54
Date: 08-01 at 21:48:54, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 870.89(5), mean: 981.77, max: 1078.84
Date: 08-01 at 21:49:52, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 870.48(6), mean: 904.93, max: 991.30
Date: 08-01 at 21:50:58, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 863.83(6), mean: 990.94, max: 1085.82
Date: 08-01 at 21:51:59, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 863.83(6), mean: 991.57, max: 1117.06
Date: 08-01 at 21:53:00, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 848.34(5), mean: 890.43, max: 957.43
Date: 08-01 at 21:54:01, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 837.79(5), mean: 869.68, max: 949.75
Date: 08-01 at 21:55:01, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 832.43(6), mean: 869.56, max: 966.20
Date: 08-01 at 21:56:02, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 832.43(6), mean: 883.33, max: 964.79
Date: 08-01 at 21:57:02, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 832.43(6), mean: 849.48, max: 880.01
Date: 08-01 at 21:58:06, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 861.37, max: 925.23
Date: 08-01 at 21:59:08, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 839.80, max: 859.94
Date: 08-01 at 22:00:15, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 840.37, max: 864.15
Date: 08-01 at 22:01:13, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 838.61, max: 860.28
Date: 08-01 at 22:02:16, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 840.13, max: 883.68
Date: 08-01 at 22:03:29, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 839.66, max: 888.49
Date: 08-01 at 22:04:33, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 832.04, max: 834.53
Date: 08-01 at 22:05:51, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 836.23, max: 897.40
Date: 08-01 at 22:06:57, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 837.05, max: 909.58
Date: 08-01 at 22:08:05, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 832.11, max: 835.59
Date: 08-01 at 22:09:20, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 3124.65, max: 3733.29
Date: 08-01 at 22:10:38, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 2465.94, max: 3116.34
Date: 08-01 at 22:11:54, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 1628.01, max: 2306.15
Date: 08-01 at 22:13:06, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 1333.11, max: 2040.68
Date: 08-01 at 22:14:16, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 930.24, max: 1008.92
Date: 08-01 at 22:15:31, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 1005.35, max: 1089.61
Date: 08-01 at 22:16:39, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 896.73, max: 998.70
Date: 08-01 at 22:17:51, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 939.39, max: 1070.52
Date: 08-01 at 22:18:56, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 831.86(6), mean: 861.32, max: 913.82
Date: 08-01 at 22:20:08, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 828.32(6), mean: 3014.99, max: 3782.44
Date: 08-01 at 22:21:24, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 820.47(6), mean: 2001.58, max: 2912.69
Date: 08-01 at 22:22:32, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 816.48(6), mean: 1710.08, max: 2536.44
Date: 08-01 at 22:23:43, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 816.48(6), mean: 1217.20, max: 1901.82
