Date: 08-02 at 06:50:23, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 1035.99(7), mean: 2667.22, max: 3693.85
Date: 08-02 at 06:51:11, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 964.53(10), mean: 2652.73, max: 3691.70
Date: 08-02 at 06:51:56, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 933.95(9), mean: 1036.84, max: 1120.31
Date: 08-02 at 06:52:40, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 930.72(9), mean: 1087.54, max: 1181.88
Date: 08-02 at 06:53:22, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 892.07(6), mean: 976.91, max: 1072.24
Date: 08-02 at 06:54:05, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 854.87(6), mean: 1032.71, max: 1131.15
Date: 08-02 at 06:54:49, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.20(6), mean: 1089.62, max: 1170.25
Date: 08-02 at 06:55:30, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.20(6), mean: 939.38, max: 1134.95
Date: 08-02 at 06:56:13, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.20(6), mean: 911.31, max: 995.18
Date: 08-02 at 06:56:55, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.20(6), mean: 910.75, max: 975.38
Date: 08-02 at 06:57:37, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.20(6), mean: 893.46, max: 948.33
Date: 08-02 at 06:58:20, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 835.70(5), mean: 893.60, max: 958.66
Date: 08-02 at 06:59:01, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 832.28(5), mean: 905.15, max: 979.16
