Date: 08-02 at 02:51:49, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 1029.73(8), mean: 3211.94, max: 3743.57
Date: 08-02 at 02:52:44, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 971.98(8), mean: 2828.68, max: 3708.43
Date: 08-02 at 02:53:37, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 918.27(7), mean: 1617.85, max: 2900.55
Date: 08-02 at 02:54:27, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 845.90(6), mean: 1046.18, max: 1189.23
Date: 08-02 at 02:55:15, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 811.89(5), mean: 1035.96, max: 1179.02
Date: 08-02 at 02:56:06, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.90(5), mean: 1082.04, max: 1212.85
Date: 08-02 at 02:56:56, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.62(5), mean: 1096.45, max: 1253.89
Date: 08-02 at 02:57:46, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.62(5), mean: 926.66, max: 1133.94
Date: 08-02 at 02:58:32, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.62(5), mean: 884.11, max: 977.37
Date: 08-02 at 02:59:19, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.62(5), mean: 879.97, max: 960.25
Date: 08-02 at 03:00:03, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 810.62(5), mean: 839.81, max: 918.79
