Date: 12-17 at 00:31:32, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1382.04(13), mean: 2506.72, max: 3214.69
Date: 12-17 at 00:32:35, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1338.85(13), mean: 2174.99, max: 2999.68
Date: 12-17 at 00:33:36, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1334.06(13), mean: 2113.69, max: 2896.48
Date: 12-17 at 00:34:35, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1334.06(13), mean: 1995.79, max: 2812.90
Date: 12-17 at 00:35:38, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1334.06(13), mean: 1831.30, max: 2859.21
Date: 12-17 at 00:36:43, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1334.06(13), mean: 1682.20, max: 2622.69
Date: 12-17 at 00:37:42, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1333.27(14), mean: 1601.94, max: 2549.56
Date: 12-17 at 00:38:44, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1317.14(14), mean: 1589.17, max: 2563.81
Date: 12-17 at 00:39:49, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1282.59(13), mean: 1532.93, max: 2535.29
Date: 12-17 at 00:40:49, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1277.25(13), mean: 1432.06, max: 1508.25
Date: 12-17 at 00:41:52, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1277.25(13), mean: 1430.38, max: 1540.60
Date: 12-17 at 00:42:53, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1277.25(13), mean: 1395.66, max: 1549.04
Date: 12-17 at 00:43:54, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1277.25(13), mean: 1381.81, max: 1579.67
Date: 12-17 at 00:44:58, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1277.25(13), mean: 1384.60, max: 1595.85
Date: 12-17 at 00:46:01, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1267.82(13), mean: 1448.75, max: 1582.17
Date: 12-17 at 00:47:06, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1267.70(13), mean: 1327.15, max: 1540.71
Date: 12-17 at 00:48:01, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1262.16(13), mean: 1333.78, max: 1424.98
Date: 12-17 at 00:49:03, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1243.80(12), mean: 1287.04, max: 1335.72
Date: 12-17 at 00:50:06, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1243.80(12), mean: 1283.32, max: 1335.07
Date: 12-17 at 00:51:04, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1288.86, max: 1387.45
Date: 12-17 at 00:52:05, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1286.37, max: 1344.95
Date: 12-17 at 00:53:04, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1339.92, max: 1427.39
Date: 12-17 at 00:54:04, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1320.74, max: 1443.73
Date: 12-17 at 00:55:01, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1358.98, max: 1493.23
Date: 12-17 at 00:56:08, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1421.82, max: 1569.97
Date: 12-17 at 00:57:02, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1455.17, max: 1545.97
Date: 12-17 at 00:58:02, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1402.70, max: 1562.72
Date: 12-17 at 00:59:07, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1287.11, max: 1372.01
Date: 12-17 at 01:00:06, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1387.49, max: 1648.13
Date: 12-17 at 01:01:09, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1239.30(12), mean: 1335.93, max: 1540.54
