Date: 12-16 at 17:58:27, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1442.70(14), mean: 2394.37, max: 3022.85
Date: 12-16 at 17:59:28, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1335.66(13), mean: 2108.21, max: 2995.40
Date: 12-16 at 18:00:31, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1952.17, max: 3001.97
Date: 12-16 at 18:01:36, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1645.02, max: 3001.28
Date: 12-16 at 18:02:34, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1646.94, max: 2957.48
Date: 12-16 at 18:03:35, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1626.76, max: 2922.10
Date: 12-16 at 18:04:42, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1444.53, max: 1667.54
Date: 12-16 at 18:05:42, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1582.91, max: 1809.93
Date: 12-16 at 18:06:46, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1556.06, max: 1927.38
Date: 12-16 at 18:07:40, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1569.34, max: 1860.16
Date: 12-16 at 18:08:40, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1297.93(12), mean: 1533.95, max: 1824.65
Date: 12-16 at 18:09:43, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1272.88(12), mean: 1616.85, max: 1958.28
Date: 12-16 at 18:10:37, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1263.72(12), mean: 1673.74, max: 1969.36
