Date: 07-01 at 08:40:54, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1706.79(15) mean: 3338.79, max: 4019.86
Date: 07-01 at 08:41:57, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1405.05(15) mean: 3274.95, max: 3965.95
Date: 07-01 at 08:43:02, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1261.57(14) mean: 1494.74, max: 1687.24
Date: 07-01 at 08:44:00, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1144.58(13) mean: 1486.60, max: 1652.31
Date: 07-01 at 08:44:56, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1093.65(13) mean: 1500.04, max: 1715.88
Date: 07-01 at 08:45:55, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1067.44(13) mean: 1495.63, max: 1762.22
Date: 07-01 at 08:46:59, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1005.75(13) mean: 1286.48, max: 1681.10
Date: 07-01 at 08:47:55, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1002.81(13) mean: 1168.05, max: 1388.67
Date: 07-01 at 08:48:50, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 985.07(13) mean: 1079.22, max: 1168.89
Date: 07-01 at 08:49:44, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 983.24(13) mean: 1062.94, max: 1149.19
Date: 07-01 at 08:50:43, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 983.24(13) mean: 1026.53, max: 1133.24
Date: 07-01 at 08:51:40, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 983.24(13) mean: 1051.91, max: 1165.95
Date: 07-01 at 08:52:36, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 983.24(13) mean: 1045.93, max: 1166.35
Date: 07-01 at 08:53:29, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 982.43(13) mean: 1095.34, max: 1234.75
Date: 07-01 at 08:54:24, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 955.95(13) mean: 988.80, max: 1036.93
Date: 07-01 at 08:55:19, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 951.91(13) mean: 982.00, max: 1034.98
Date: 07-01 at 08:56:16, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 951.57(13) mean: 979.43, max: 1065.09
Date: 07-01 at 08:57:15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 915.38(12) mean: 971.27, max: 1019.86
Date: 07-01 at 08:58:13, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 915.38(12) mean: 967.67, max: 982.43
Date: 07-01 at 08:59:17, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 964.11, max: 982.43
Date: 07-01 at 09:00:20, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 961.79, max: 982.43
Date: 07-01 at 09:01:15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 1015.95, max: 1041.26
Date: 07-01 at 09:02:15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 1012.56, max: 1038.96
Date: 07-01 at 09:03:14, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 980.70, max: 1012.69
Date: 07-01 at 09:04:17, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 912.52(12) mean: 1105.76, max: 1431.53
Date: 07-01 at 09:05:09, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.37(12) mean: 1025.51, max: 1268.00
