Date: 07-01 at 08:38:02, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1537.39(16) mean: 3310.15, max: 3869.29
Date: 07-01 at 08:38:55, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1240.11(15) mean: 3035.21, max: 3751.04
Date: 07-01 at 08:39:48, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1146.44(15) mean: 2952.93, max: 3755.47
Date: 07-01 at 08:40:49, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1129.88(15) mean: 2829.93, max: 3636.10
Date: 07-01 at 08:42:02, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1095.60(14) mean: 2709.89, max: 3623.52
Date: 07-01 at 08:43:11, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 995.33(13) mean: 2660.08, max: 3565.44
Date: 07-01 at 08:44:24, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 994.59(13) mean: 2281.83, max: 3325.32
Date: 07-01 at 08:45:42, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 994.59(13) mean: 1244.05, max: 1359.19
Date: 07-01 at 08:46:55, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 994.59(13) mean: 1209.74, max: 1396.88
Date: 07-01 at 08:47:59, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 994.59(13) mean: 1268.20, max: 1432.32
Date: 07-01 at 08:49:13, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 952.22(13) mean: 1097.22, max: 1255.49
Date: 07-01 at 08:50:14, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 940.82(12) mean: 1068.08, max: 1280.64
Date: 07-01 at 08:51:16, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 929.62(12) mean: 1018.15, max: 1137.98
Date: 07-01 at 08:52:18, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 929.62(12) mean: 999.28, max: 1137.98
Date: 07-01 at 08:53:18, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 929.62(12) mean: 1033.48, max: 1182.68
Date: 07-01 at 08:54:24, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 929.62(12) mean: 1016.79, max: 1137.98
Date: 07-01 at 08:55:28, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 929.62(12) mean: 1037.15, max: 1182.68
Date: 07-01 at 08:56:41, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 928.62(12) mean: 1117.75, max: 1483.42
Date: 07-01 at 08:57:46, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 928.62(12) mean: 1127.17, max: 1482.28
Date: 07-01 at 08:58:54, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 928.62(12) mean: 1044.27, max: 1454.96
Date: 07-01 at 09:00:04, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 928.62(12) mean: 996.71, max: 1112.34
Date: 07-01 at 09:01:19, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 917.13(12) mean: 1044.78, max: 1225.64
Date: 07-01 at 09:02:23, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 916.14(12) mean: 996.71, max: 1194.00
Date: 07-01 at 09:03:26, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 909.30(12) mean: 952.70, max: 1048.29
Date: 07-01 at 09:04:28, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 937.03, max: 1038.39
Date: 07-01 at 09:05:36, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 923.66, max: 957.44
Date: 07-01 at 09:06:43, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 927.74, max: 974.19
Date: 07-01 at 09:07:53, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 927.84, max: 958.79
Date: 07-01 at 09:09:00, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 925.40, max: 958.07
Date: 07-01 at 09:10:15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 930.54, max: 1045.56
Date: 07-01 at 09:11:24, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 917.82, max: 1003.62
Date: 07-01 at 09:12:35, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 913.08, max: 996.79
Date: 07-01 at 09:13:44, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 909.92, max: 960.21
Date: 07-01 at 09:15:10, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 920.48, max: 1087.81
Date: 07-01 at 09:16:22, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 904.78, max: 958.13
Date: 07-01 at 09:17:33, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 901.14, max: 959.55
Date: 07-01 at 09:18:50, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 901.09, max: 958.80
Date: 07-01 at 09:20:27, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 881.44, max: 929.76
Date: 07-01 at 09:21:44, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 870.50, max: 927.52
Date: 07-01 at 09:23:07, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 870.50, max: 927.52
Date: 07-01 at 09:24:25, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 842.10, max: 894.76
Date: 07-01 at 09:26:03, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 843.37, max: 913.80
Date: 07-01 at 09:27:13, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 837.71, max: 894.76
Date: 07-01 at 09:28:24, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 837.71, max: 894.76
