Date: 08-09 at 11:22:17, iter: 1, new3, Khoo: 953.63, current_best: 1188.67 best obj: 1188.67(13) mean: 2178.15, max: 2661.53
Date: 08-09 at 11:24:25, iter: 2, new3, Khoo: 953.63, current_best: 1088.70 best obj: 1088.70(12) mean: 2137.55, max: 2590.85
Date: 08-09 at 11:26:53, iter: 3, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 2055.58, max: 2541.59
Date: 08-09 at 11:29:10, iter: 4, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1925.82, max: 2492.83
Date: 08-09 at 11:31:32, iter: 5, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1896.39, max: 2493.97
Date: 08-09 at 11:34:08, iter: 6, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1228.60, max: 1343.27
Date: 08-09 at 11:36:18, iter: 8, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1361.29, max: 1596.10
Date: 08-09 at 11:38:32, iter: 9, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1226.16, max: 1606.73
Date: 08-09 at 11:40:36, iter: 10, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1266.82, max: 1642.36
Date: 08-09 at 11:42:52, iter: 11, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1293.56, max: 1610.13
Date: 08-09 at 11:45:10, iter: 13, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(11) mean: 1378.31, max: 1693.38
Date: 08-09 at 11:47:52, iter: 15, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1059.76(12) mean: 1351.83, max: 1711.95
Date: 08-09 at 11:50:14, iter: 16, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1114.95(12) mean: 1319.08, max: 1761.34
Date: 08-09 at 11:52:41, iter: 17, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1114.95(12) mean: 1244.39, max: 1583.13
Date: 08-09 at 11:54:56, iter: 19, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1113.31(12) mean: 1331.95, max: 1716.34
Date: 08-09 at 11:57:10, iter: 20, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1103.12(12) mean: 1299.73, max: 1566.97
Date: 08-09 at 11:59:24, iter: 21, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1103.02(12) mean: 1276.44, max: 1452.53
Date: 08-09 at 12:01:42, iter: 22, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1103.02(12) mean: 1215.69, max: 1466.82
Date: 08-09 at 12:04:06, iter: 24, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1103.02(12) mean: 1315.55, max: 1577.10
Date: 08-09 at 12:06:12, iter: 25, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1094.13(13) mean: 1293.40, max: 1602.98
Date: 08-09 at 12:08:57, iter: 27, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1082.33(14) mean: 1325.37, max: 1590.95
Date: 08-09 at 12:11:16, iter: 28, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1079.65(12) mean: 1175.12, max: 1364.68
Date: 08-09 at 12:13:30, iter: 30, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1327.91, max: 1635.72
Date: 08-09 at 12:15:40, iter: 31, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1299.47, max: 1577.16
Date: 08-09 at 12:17:52, iter: 32, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1316.57, max: 1622.04
Date: 08-09 at 12:20:02, iter: 33, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1232.52, max: 1625.65
Date: 08-09 at 12:22:19, iter: 35, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1266.83, max: 1554.86
Date: 08-09 at 12:24:34, iter: 36, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1287.88, max: 1595.70
Date: 08-09 at 12:26:41, iter: 37, new3, Khoo: 953.63, current_best: 1059.76 best obj: 1067.04(12) mean: 1254.31, max: 1541.73
Date: 08-09 at 12:29:01, iter: 38, new3, Khoo: 953.63, current_best: 1058.61 best obj: 1058.61(12) mean: 1133.42, max: 1290.38
Date: 08-09 at 12:31:09, iter: 39, new3, Khoo: 953.63, current_best: 1053.38 best obj: 1053.38(12) mean: 1153.22, max: 1254.86
Date: 08-09 at 12:33:23, iter: 40, new3, Khoo: 953.63, current_best: 1053.38 best obj: 1053.38(12) mean: 1101.88, max: 1238.82
Date: 08-09 at 12:35:36, iter: 41, new3, Khoo: 953.63, current_best: 1053.38 best obj: 1053.38(12) mean: 1127.46, max: 1276.43
Date: 08-09 at 12:37:47, iter: 42, new3, Khoo: 953.63, current_best: 1052.65 best obj: 1052.65(12) mean: 1089.66, max: 1176.25
Date: 08-09 at 12:39:54, iter: 43, new3, Khoo: 953.63, current_best: 1049.41 best obj: 1049.41(12) mean: 1074.60, max: 1153.01
Date: 08-09 at 12:42:02, iter: 44, new3, Khoo: 953.63, current_best: 1048.96 best obj: 1048.96(12) mean: 1083.55, max: 1197.87
Date: 08-09 at 12:44:11, iter: 45, new3, Khoo: 953.63, current_best: 1048.90 best obj: 1048.90(12) mean: 1114.69, max: 1216.10
Date: 08-09 at 12:46:16, iter: 46, new3, Khoo: 953.63, current_best: 1047.53 best obj: 1047.53(12) mean: 1087.89, max: 1294.89
Date: 08-09 at 12:48:23, iter: 47, new3, Khoo: 953.63, current_best: 1047.53 best obj: 1047.53(12) mean: 1073.28, max: 1133.86
Date: 08-09 at 12:50:36, iter: 48, new3, Khoo: 953.63, current_best: 1047.53 best obj: 1047.53(12) mean: 1089.98, max: 1164.67
Date: 08-09 at 12:52:33, iter: 49, new3, Khoo: 953.63, current_best: 1047.53 best obj: 1047.53(12) mean: 1112.31, max: 1183.74
Date: 08-09 at 12:54:43, iter: 50, new3, Khoo: 953.63, current_best: 1046.52 best obj: 1046.52(12) mean: 1076.39, max: 1179.08
Date: 08-09 at 12:56:52, iter: 51, new3, Khoo: 953.63, current_best: 1046.52 best obj: 1046.52(12) mean: 1064.56, max: 1095.49
Date: 08-09 at 12:59:03, iter: 52, new3, Khoo: 953.63, current_best: 1046.52 best obj: 1046.52(12) mean: 1061.46, max: 1095.48
Date: 08-09 at 13:01:06, iter: 53, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1059.58, max: 1095.48
Date: 08-09 at 13:03:21, iter: 54, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1058.97, max: 1095.49
Date: 08-09 at 13:05:22, iter: 55, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1059.23, max: 1095.48
Date: 08-09 at 13:07:38, iter: 56, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1059.23, max: 1095.49
Date: 08-09 at 13:09:50, iter: 58, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1181.78, max: 1345.66
Date: 08-09 at 13:11:57, iter: 59, new3, Khoo: 953.63, current_best: 1039.05 best obj: 1039.05(12) mean: 1124.98, max: 1369.49
Date: 08-09 at 13:14:04, iter: 60, new3, Khoo: 953.63, current_best: 1034.77 best obj: 1034.77(11) mean: 1075.94, max: 1216.81
Date: 08-09 at 13:15:59, iter: 61, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1072.75, max: 1145.17
Date: 08-09 at 13:18:03, iter: 62, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1085.21, max: 1185.66
Date: 08-09 at 13:20:13, iter: 63, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1066.00, max: 1125.72
Date: 08-09 at 13:22:17, iter: 64, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1086.47, max: 1141.85
Date: 08-09 at 13:24:19, iter: 66, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1217.44, max: 1487.78
Date: 08-09 at 13:26:25, iter: 67, new3, Khoo: 953.63, current_best: 1030.92 best obj: 1030.92(11) mean: 1138.91, max: 1429.96
Date: 08-09 at 13:28:33, iter: 68, new3, Khoo: 953.63, current_best: 1029.72 best obj: 1029.72(11) mean: 1066.39, max: 1152.11
Date: 08-09 at 13:30:31, iter: 69, new3, Khoo: 953.63, current_best: 1029.72 best obj: 1029.72(11) mean: 1094.35, max: 1190.89
Date: 08-09 at 13:32:42, iter: 70, new3, Khoo: 953.63, current_best: 1029.72 best obj: 1029.72(11) mean: 1101.38, max: 1206.95
Date: 08-09 at 13:34:56, iter: 71, new3, Khoo: 953.63, current_best: 1029.72 best obj: 1029.72(11) mean: 1120.52, max: 1241.84
Date: 08-09 at 13:37:07, iter: 73, new3, Khoo: 953.63, current_best: 1029.72 best obj: 1029.72(11) mean: 1187.46, max: 1377.14
Date: 08-09 at 13:39:06, iter: 74, new3, Khoo: 953.63, current_best: 1023.89 best obj: 1023.89(11) mean: 1125.34, max: 1369.53
