Date: 12-30 at 12:34:34, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1188.64(5), mean: 3172.83, max: 4238.86
Date: 12-30 at 12:35:07, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1104.92(5), mean: 2115.50, max: 3597.12
Date: 12-30 at 12:35:39, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1048.58(5), mean: 1866.39, max: 3354.88
Date: 12-30 at 12:36:10, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1045.23(5), mean: 1797.30, max: 3250.72
Date: 12-30 at 12:36:39, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1041.80(5), mean: 1611.27, max: 2524.99
Date: 12-30 at 12:37:13, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1041.77(5), mean: 1155.50, max: 1262.95
Date: 12-30 at 12:37:42, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1037.27(6), mean: 1096.63, max: 1152.71
Date: 12-30 at 12:38:18, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1007.54(6), mean: 1113.39, max: 1194.04
Date: 12-30 at 12:38:59, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 1002.91(6), mean: 1149.88, max: 1269.96
Date: 12-30 at 12:39:41, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 994.98(6), mean: 1054.94, max: 1134.79
Date: 12-30 at 12:40:06, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 988.45(6), mean: 1109.87, max: 1207.33
Date: 12-30 at 12:40:36, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 981.17(6), mean: 1137.23, max: 1238.12
Date: 12-30 at 12:41:17, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 973.62(6), mean: 1026.34, max: 1207.56
Date: 12-30 at 12:41:50, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 940.23(6), mean: 1026.60, max: 1134.14
Date: 12-30 at 12:42:25, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 914.10(6), mean: 1023.36, max: 1141.67
Date: 12-30 at 12:42:54, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 908.98(6), mean: 1044.77, max: 1158.11
Date: 12-30 at 12:43:28, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1016.15, max: 1136.72
Date: 12-30 at 12:44:05, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 991.04, max: 1053.40
Date: 12-30 at 12:44:46, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1016.14, max: 1077.66
Date: 12-30 at 12:45:18, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 980.14, max: 1040.29
Date: 12-30 at 12:46:00, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 978.37, max: 1038.75
Date: 12-30 at 12:46:34, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 2262.09, max: 2795.56
Date: 12-30 at 12:47:02, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1145.01, max: 2217.58
Date: 12-30 at 12:47:34, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1076.28, max: 1765.40
Date: 12-30 at 12:48:13, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1094.84, max: 1508.56
Date: 12-30 at 12:48:43, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 2319.65, max: 2880.27
Date: 12-30 at 12:49:22, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 786.38, best obj: 907.56(6), mean: 1561.41, max: 2792.66
