Date: 07-09 at 08:41:08, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1435.73(5) mean: 4142.02, max: 4973.41
Date: 07-09 at 08:41:45, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1304.01(5) mean: 4017.76, max: 4764.13
Date: 07-09 at 08:42:25, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1279.74(5) mean: 4016.37, max: 4759.48
Date: 07-09 at 08:42:56, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1265.87(5) mean: 2008.69, max: 3300.20
Date: 07-09 at 08:43:16, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1265.11(5) mean: 1363.46, max: 1494.32
Date: 07-09 at 08:43:39, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1258.92(5) mean: 1409.31, max: 1499.57
Date: 07-09 at 08:43:58, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1258.92(5) mean: 1442.64, max: 1535.91
Date: 07-09 at 08:44:30, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1258.82(7) mean: 1404.04, max: 1502.24
Date: 07-09 at 08:45:04, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1209.24(6) mean: 1261.01, max: 1299.84
Date: 07-09 at 08:45:24, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1203.86(6) mean: 1394.02, max: 1492.93
Date: 07-09 at 08:45:46, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1203.86(6) mean: 1410.41, max: 1536.34
Date: 07-09 at 08:46:09, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1189.00(5) mean: 1223.87, max: 1246.25
Date: 07-09 at 08:46:38, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.34(5) mean: 1217.55, max: 1233.08
Date: 07-09 at 08:46:57, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.34(5) mean: 1202.61, max: 1206.54
Date: 07-09 at 08:47:17, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.34(5) mean: 1201.56, max: 1202.92
Date: 07-09 at 08:47:49, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.34(5) mean: 1206.71, max: 1208.13
Date: 07-09 at 08:48:10, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.34(5) mean: 1201.90, max: 1204.44
Date: 07-09 at 08:48:31, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1188.20(5) mean: 1188.70, max: 1192.94
Date: 07-09 at 08:48:51, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1182.66(5) mean: 1187.86, max: 1189.27
