Date: 07-09 at 09:37:52, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1389.89(5) mean: 3928.22, max: 5008.25
Date: 07-09 at 09:38:33, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1281.82(5) mean: 3911.13, max: 4949.66
Date: 07-09 at 09:39:08, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1275.85(11) mean: 3057.95, max: 4133.65
Date: 07-09 at 09:39:51, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1202.44(11) mean: 3068.83, max: 4120.79
Date: 07-09 at 09:40:37, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1148.32(10) mean: 1343.02, max: 1522.63
Date: 07-09 at 09:41:05, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1126.49(9) mean: 1368.84, max: 1484.86
Date: 07-09 at 09:41:42, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1126.49(9) mean: 1372.67, max: 1489.26
Date: 07-09 at 09:42:26, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1126.49(9) mean: 1211.93, max: 1304.86
Date: 07-09 at 09:42:56, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1106.87(8) mean: 1198.88, max: 1340.01
Date: 07-09 at 09:43:27, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1074.87(8) mean: 1226.39, max: 1374.16
Date: 07-09 at 09:44:09, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1170.88, max: 1268.16
Date: 07-09 at 09:44:37, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1250.11, max: 1355.70
Date: 07-09 at 09:45:10, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1181.18, max: 1252.57
Date: 07-09 at 09:45:53, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1162.37, max: 1225.66
Date: 07-09 at 09:46:22, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1221.09, max: 1321.95
Date: 07-09 at 09:47:02, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1073.15(8) mean: 1155.95, max: 1232.67
Date: 07-09 at 09:47:37, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1070.44(8) mean: 1126.82, max: 1256.70
Date: 07-09 at 09:48:15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1065.33(8) mean: 1092.09, max: 1144.90
