Date: 11-08 at 11:18:31, #particle: 5, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1138.34(12), mean: 2016.22, max: 2757.88
Date: 11-08 at 11:18:52, #particle: 5, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1102.70(12), mean: 1995.17, max: 2668.41
Date: 11-08 at 11:19:11, #particle: 5, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1085.69(12), mean: 2013.62, max: 2700.76
Date: 11-08 at 11:19:34, #particle: 5, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1080.65(12), mean: 2013.81, max: 2723.04
Date: 11-08 at 11:19:55, #particle: 5, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1998.70, max: 2641.49
Date: 11-08 at 11:20:17, #particle: 5, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 2013.85, max: 2677.22
Date: 11-08 at 11:20:40, #particle: 5, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1762.92, max: 2580.06
Date: 11-08 at 11:21:06, #particle: 5, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1157.31, max: 1226.97
Date: 11-08 at 11:21:27, #particle: 5, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1148.53, max: 1232.48
Date: 11-08 at 11:21:46, #particle: 5, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1186.49, max: 1295.02
Date: 11-08 at 11:22:05, #particle: 5, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1157.44, max: 1301.82
Date: 11-08 at 11:22:25, #particle: 5, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1134.85, max: 1226.34
Date: 11-08 at 11:22:46, #particle: 5, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.93(12), mean: 1111.56, max: 1135.77
Date: 11-08 at 11:23:05, #particle: 5, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.14(12), mean: 1110.35, max: 1158.74
Date: 11-08 at 11:23:24, #particle: 5, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1079.14(12), mean: 1148.58, max: 1228.91
Date: 11-08 at 11:23:45, #particle: 5, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1070.87(12), mean: 1125.38, max: 1243.83
Date: 11-08 at 11:24:04, #particle: 5, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1070.29(12), mean: 1169.82, max: 1295.06
Date: 11-08 at 11:24:27, #particle: 5, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1070.29(12), mean: 1100.07, max: 1124.72
Date: 11-08 at 11:24:46, #particle: 5, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 938.2, best obj: 1070.29(12), mean: 1124.79, max: 1160.38
