Date: 07-25 at 10:19:38, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 1342.02(5), mean: 3221.03, max: 4408.28
Date: 07-25 at 10:20:17, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 1051.91(7), mean: 2281.70, max: 3941.21
Date: 07-25 at 10:21:05, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 879.51(7), mean: 1908.12, max: 3540.65
Date: 07-25 at 10:21:43, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 843.22(7), mean: 1208.80, max: 2435.52
Date: 07-25 at 10:22:32, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 794.20(7), mean: 1173.44, max: 2305.60
Date: 07-25 at 10:23:15, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 794.20(7), mean: 1205.00, max: 2339.41
Date: 07-25 at 10:23:52, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 768.18(6), mean: 882.33, max: 1109.20
Date: 07-25 at 10:24:43, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 935.57, max: 1172.09
Date: 07-25 at 10:25:15, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 826.75, max: 850.40
Date: 07-25 at 10:25:44, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 820.68, max: 845.59
Date: 07-25 at 10:26:38, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 835.01, max: 867.17
Date: 07-25 at 10:27:32, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 847.92, max: 924.05
Date: 07-25 at 10:28:05, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.49, max: 847.73
Date: 07-25 at 10:28:59, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 823.86, max: 868.08
Date: 07-25 at 10:29:44, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 824.59, max: 877.51
Date: 07-25 at 10:30:42, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 823.80, max: 867.39
Date: 07-25 at 10:31:13, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.18, max: 843.62
Date: 07-25 at 10:32:02, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.14, max: 844.04
Date: 07-25 at 10:32:38, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.18, max: 843.62
Date: 07-25 at 10:33:34, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.18, max: 843.62
Date: 07-25 at 10:34:09, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.56(6), mean: 822.18, max: 843.62
Date: 07-25 at 10:34:50, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.51(6), mean: 736.02, max: 761.95
Date: 07-25 at 10:35:28, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.51(6), mean: 734.13, max: 751.97
Date: 07-25 at 10:36:09, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 735.66, max: 780.18
Date: 07-25 at 10:36:59, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
Date: 07-25 at 10:37:28, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
Date: 07-25 at 10:38:06, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 752.69, max: 755.86
Date: 07-25 at 10:38:56, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.71, max: 736.34
Date: 07-25 at 10:39:37, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
Date: 07-25 at 10:40:05, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
Date: 07-25 at 10:40:58, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
Date: 07-25 at 10:41:41, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.88, best obj: 732.10(6), mean: 732.45, max: 732.51
