Date: 07-18 at 10:28:38, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1548.34(7) mean: 3290.02, max: 3748.68
Date: 07-18 at 10:29:47, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1428.65(7) mean: 2571.84, max: 3344.80
Date: 07-18 at 10:30:54, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1417.70(7) mean: 2260.78, max: 3051.01
Date: 07-18 at 10:32:04, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1397.69(7) mean: 1945.77, max: 2684.50
Date: 07-18 at 10:33:11, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1397.69(7) mean: 1875.50, max: 2653.83
Date: 07-18 at 10:34:18, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1378.62(12) mean: 1453.40, max: 1624.24
Date: 07-18 at 10:35:23, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1312.52(12) mean: 1513.21, max: 1685.17
Date: 07-18 at 10:36:30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1299.48(12) mean: 1477.92, max: 1623.72
Date: 07-18 at 10:37:36, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.83(11) mean: 1496.34, max: 1645.54
Date: 07-18 at 10:38:45, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.83(11) mean: 1376.12, max: 1440.99
Date: 07-18 at 10:39:52, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.83(11) mean: 1372.22, max: 1463.30
Date: 07-18 at 10:41:01, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.83(11) mean: 1423.58, max: 1521.05
Date: 07-18 at 10:42:12, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.83(11) mean: 1424.22, max: 1524.32
Date: 07-18 at 10:43:19, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1273.51(13) mean: 1485.98, max: 1768.51
Date: 07-18 at 10:44:31, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1471.31, max: 1784.31
Date: 07-18 at 10:45:39, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1464.27, max: 1810.59
Date: 07-18 at 10:46:49, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1461.31, max: 1822.28
Date: 07-18 at 10:47:59, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1480.84, max: 1838.38
Date: 07-18 at 10:49:08, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1382.90, max: 1563.38
Date: 07-18 at 10:50:21, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.25(13) mean: 1523.51, max: 1669.72
Date: 07-18 at 10:51:31, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1239.04(10) mean: 1353.84, max: 1594.94
Date: 07-18 at 10:52:41, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1233.25(10) mean: 1352.67, max: 1544.16
Date: 07-18 at 10:53:52, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1233.25(10) mean: 1303.60, max: 1352.48
