Date: 07-01 at 09:43:30, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1616.26(6) mean: 2589.85, max: 3471.97
Date: 07-01 at 09:44:05, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1436.11(6) mean: 2193.60, max: 2723.68
Date: 07-01 at 09:45:02, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1397.84(10) mean: 1907.22, max: 2553.70
Date: 07-01 at 09:46:08, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1335.99(10) mean: 1861.95, max: 2501.20
Date: 07-01 at 09:47:17, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1314.12(12) mean: 1393.13, max: 1525.80
Date: 07-01 at 09:48:23, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1293.93(13) mean: 1397.19, max: 1529.52
Date: 07-01 at 09:49:19, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1282.95(13) mean: 1415.06, max: 1546.65
Date: 07-01 at 09:50:26, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1282.95(13) mean: 1426.07, max: 1591.23
Date: 07-01 at 09:51:31, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1282.95(13) mean: 1458.36, max: 1613.79
Date: 07-01 at 09:52:33, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1282.95(13) mean: 1415.40, max: 1595.27
Date: 07-01 at 09:53:43, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1282.95(13) mean: 1326.26, max: 1383.95
Date: 07-01 at 09:54:55, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1327.72, max: 1408.01
Date: 07-01 at 09:55:53, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1371.80, max: 1454.31
Date: 07-01 at 09:56:54, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1320.20, max: 1395.98
Date: 07-01 at 09:57:56, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1346.90, max: 1422.47
Date: 07-01 at 09:59:01, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1364.84, max: 1489.89
Date: 07-01 at 10:00:07, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1270.62(11) mean: 1319.13, max: 1403.10
