Date: 07-17 at 17:41:45, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1469.31(12) mean: 2762.92, max: 3527.52
Date: 07-17 at 17:42:41, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1381.56(10) mean: 2333.85, max: 3361.74
Date: 07-17 at 17:43:38, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1375.80(10) mean: 2231.32, max: 3218.56
Date: 07-17 at 17:44:34, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1368.93(10) mean: 2041.40, max: 2910.19
Date: 07-17 at 17:45:31, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1351.60(10) mean: 1959.93, max: 2938.78
Date: 07-17 at 17:46:29, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1342.91(12) mean: 1689.79, max: 2661.08
Date: 07-17 at 17:47:29, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1662.99, max: 2540.64
Date: 07-17 at 17:48:25, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1418.61, max: 1592.23
Date: 07-17 at 17:49:25, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1433.55, max: 1625.81
Date: 07-17 at 17:50:22, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1489.05, max: 1669.27
Date: 07-17 at 17:51:22, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1542.53, max: 1714.81
Date: 07-17 at 17:52:21, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1518.54, max: 1734.66
Date: 07-17 at 17:53:20, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1536.78, max: 1833.65
Date: 07-17 at 17:54:20, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.52(12) mean: 1495.82, max: 1859.52
Date: 07-17 at 17:55:17, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1312.28(10) mean: 1443.28, max: 1912.63
Date: 07-17 at 17:56:16, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1458.10, max: 1692.42
Date: 07-17 at 17:57:12, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1352.99, max: 1466.79
Date: 07-17 at 17:58:11, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1385.22, max: 1501.62
Date: 07-17 at 17:59:09, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1362.26, max: 1436.15
Date: 07-17 at 18:00:08, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1341.62, max: 1394.91
Date: 07-17 at 18:01:07, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1523.42, max: 1745.80
Date: 07-17 at 18:02:07, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1415.89, max: 1735.45
Date: 07-17 at 18:03:06, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1358.18, max: 1466.05
Date: 07-17 at 18:04:05, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1288.91(10) mean: 1365.00, max: 1490.35
Date: 07-17 at 18:05:02, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1277.51(11) mean: 1483.93, max: 1810.03
Date: 07-17 at 18:05:58, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1264.65(10) mean: 1389.32, max: 1539.83
Date: 07-17 at 18:06:54, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1261.90(10) mean: 1397.68, max: 1554.28
Date: 07-17 at 18:07:52, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1257.76(10) mean: 1348.33, max: 1468.03
Date: 07-17 at 18:08:46, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1257.76(10) mean: 1326.41, max: 1419.28
Date: 07-17 at 18:09:43, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1257.76(10) mean: 1319.20, max: 1355.83
Date: 07-17 at 18:10:42, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1257.76(10) mean: 1307.21, max: 1341.71
Date: 07-17 at 18:11:37, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1257.76(10) mean: 1313.58, max: 1377.97
Date: 07-17 at 18:12:32, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1253.86(9) mean: 1464.72, max: 1721.03
Date: 07-17 at 18:13:27, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1253.86(9) mean: 1345.34, max: 1616.05
Date: 07-17 at 18:14:25, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1253.86(9) mean: 1348.30, max: 1621.07
