Date: 07-17 at 14:25:35, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1387.94(12) mean: 2552.25, max: 3361.04
Date: 07-17 at 14:26:33, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1337.67(12) mean: 2444.64, max: 3209.84
Date: 07-17 at 14:27:29, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1311.55(12) mean: 2295.48, max: 3141.02
Date: 07-17 at 14:28:27, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1309.56(12) mean: 2042.60, max: 2856.99
Date: 07-17 at 14:29:24, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1309.56(12) mean: 1907.49, max: 2636.68
Date: 07-17 at 14:30:22, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1297.97(12) mean: 1744.06, max: 2425.58
Date: 07-17 at 14:31:22, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1297.97(12) mean: 1472.40, max: 2134.28
Date: 07-17 at 14:32:22, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1297.97(12) mean: 1413.10, max: 1570.81
Date: 07-17 at 14:33:22, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.78(12) mean: 1397.18, max: 1589.53
Date: 07-17 at 14:34:20, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1290.89(12) mean: 1413.85, max: 1625.60
Date: 07-17 at 14:35:20, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1289.79(13) mean: 1355.20, max: 1471.08
Date: 07-17 at 14:36:19, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1253.41(12) mean: 1352.74, max: 1441.22
Date: 07-17 at 14:37:18, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1250.31(12) mean: 1348.90, max: 1479.77
Date: 07-17 at 14:38:16, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1250.31(12) mean: 1337.85, max: 1443.92
Date: 07-17 at 14:39:13, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1250.31(12) mean: 1335.29, max: 1468.19
Date: 07-17 at 14:40:15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1250.31(12) mean: 1349.09, max: 1503.28
Date: 07-17 at 14:41:15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1250.31(12) mean: 1315.36, max: 1425.23
Date: 07-17 at 14:42:16, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1249.78(11) mean: 1413.84, max: 1580.27
Date: 07-17 at 14:43:17, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1305.40, max: 1368.99
Date: 07-17 at 14:44:16, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1310.72, max: 1369.10
Date: 07-17 at 14:45:12, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1293.31, max: 1333.64
Date: 07-17 at 14:46:11, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1295.33, max: 1358.03
Date: 07-17 at 14:47:09, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1295.51, max: 1356.34
Date: 07-17 at 14:48:10, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1449.63, max: 1646.95
Date: 07-17 at 14:49:10, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1341.91, max: 1668.15
Date: 07-17 at 14:50:10, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1332.89, max: 1531.73
Date: 07-17 at 14:51:10, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1244.46(11) mean: 1342.18, max: 1504.37
Date: 07-17 at 14:52:09, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1242.84(11) mean: 1446.05, max: 1666.68
Date: 07-17 at 14:53:11, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1242.71(11) mean: 1371.20, max: 1609.09
Date: 07-17 at 14:54:06, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1241.74(11) mean: 1315.58, max: 1507.71
Date: 07-17 at 14:55:05, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1241.74(11) mean: 1312.77, max: 1465.46
Date: 07-17 at 14:56:06, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1241.74(11) mean: 1304.90, max: 1504.95
Date: 07-17 at 14:57:08, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1241.74(11) mean: 1308.54, max: 1459.17
