Date: 12-06 at 20:33:29, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1361.80(18), mean: 2317.13, max: 2842.56
Date: 12-06 at 20:34:24, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1312.63(17), mean: 2318.53, max: 2833.37
Date: 12-06 at 20:35:18, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1291.53(17), mean: 2343.87, max: 2827.66
Date: 12-06 at 20:36:07, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1291.53(17), mean: 2290.63, max: 2821.80
Date: 12-06 at 20:37:00, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1287.72(16), mean: 2285.04, max: 2776.68
Date: 12-06 at 20:37:59, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1267.26(15), mean: 1987.24, max: 2684.43
Date: 12-06 at 20:38:53, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1260.02(15), mean: 1872.01, max: 2529.14
Date: 12-06 at 20:39:57, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1247.82(15), mean: 1321.96, max: 1422.78
Date: 12-06 at 20:40:51, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1233.15(15), mean: 1330.86, max: 1449.91
Date: 12-06 at 20:41:38, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1231.17(15), mean: 1376.39, max: 1486.86
Date: 12-06 at 20:42:37, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1228.61(15), mean: 1288.25, max: 1455.64
Date: 12-06 at 20:43:26, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1205.77(15), mean: 1336.53, max: 1498.83
Date: 12-06 at 20:44:13, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1194.36(15), mean: 1361.86, max: 1532.75
Date: 12-06 at 20:45:12, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1181.21(14), mean: 1262.93, max: 1421.00
Date: 12-06 at 20:45:58, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1176.12(14), mean: 1282.41, max: 1434.33
Date: 12-06 at 20:46:49, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1176.12(14), mean: 1260.66, max: 1330.16
Date: 12-06 at 20:47:45, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1155.22(14), mean: 1217.34, max: 1284.45
Date: 12-06 at 20:48:32, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1138.22(13), mean: 1230.32, max: 1297.76
Date: 12-06 at 20:49:28, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1137.10(13), mean: 1195.64, max: 1265.21
Date: 12-06 at 20:50:17, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1137.10(13), mean: 1248.47, max: 1316.32
Date: 12-06 at 20:51:03, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1137.10(13), mean: 1282.73, max: 1378.71
Date: 12-06 at 20:51:58, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1137.10(13), mean: 1236.80, max: 1374.29
Date: 12-06 at 20:52:52, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1133.55(13), mean: 1187.61, max: 1268.45
Date: 12-06 at 20:53:43, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1129.37(13), mean: 1177.33, max: 1243.56
Date: 12-06 at 20:54:36, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.77(13), mean: 1207.49, max: 1264.99
Date: 12-06 at 20:55:27, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1194.31, max: 1273.05
Date: 12-06 at 20:56:21, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1170.05, max: 1200.52
Date: 12-06 at 20:57:19, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1168.16, max: 1231.19
Date: 12-06 at 20:58:06, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1176.53, max: 1264.66
Date: 12-06 at 20:58:58, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1163.15, max: 1271.84
Date: 12-06 at 20:59:55, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1124.75(13), mean: 1208.91, max: 1472.45
Date: 12-06 at 21:00:45, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.41, best obj: 1122.87(13), mean: 1170.18, max: 1284.66
