Date: 11-06 at 05:02:45, #particle: 5, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 2009.06(21), mean: 2783.46, max: 3036.38
Date: 11-06 at 05:03:12, #particle: 5, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1916.99(20), mean: 2364.06, max: 3023.61
Date: 11-06 at 05:03:36, #particle: 5, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1832.65(18), mean: 2352.23, max: 3014.87
Date: 11-06 at 05:04:01, #particle: 5, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1771.08(18), mean: 2374.33, max: 2969.52
Date: 11-06 at 05:04:27, #particle: 5, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 2197.85, max: 2957.07
Date: 11-06 at 05:04:56, #particle: 5, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 1934.07, max: 2195.79
Date: 11-06 at 05:05:24, #particle: 5, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 1840.07, max: 1891.02
Date: 11-06 at 05:05:53, #particle: 5, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 1792.13, max: 1826.94
Date: 11-06 at 05:06:17, #particle: 5, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 1797.36, max: 1853.08
Date: 11-06 at 05:06:40, #particle: 5, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1766.44(18), mean: 1822.37, max: 1874.23
Date: 11-06 at 05:07:06, #particle: 5, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1765.83(18), mean: 1789.94, max: 1824.99
Date: 11-06 at 05:07:31, #particle: 5, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1751.96(18), mean: 1795.59, max: 1855.30
Date: 11-06 at 05:07:56, #particle: 5, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1828.08, max: 1912.43
Date: 11-06 at 05:08:21, #particle: 5, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1857.85, max: 1960.14
Date: 11-06 at 05:08:46, #particle: 5, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1883.43, max: 2018.86
Date: 11-06 at 05:09:14, #particle: 5, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1820.90, max: 1874.65
Date: 11-06 at 05:09:42, #particle: 5, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1823.27, max: 1904.90
Date: 11-06 at 05:10:10, #particle: 5, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1827.33, max: 1930.71
Date: 11-06 at 05:10:37, #particle: 5, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1805.43, max: 1884.61
Date: 11-06 at 05:11:00, #particle: 5, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1850.28, max: 1924.73
Date: 11-06 at 05:11:24, #particle: 5, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1842.32, max: 1924.73
Date: 11-06 at 05:11:47, #particle: 5, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1897.27, max: 1998.14
Date: 11-06 at 05:12:12, #particle: 5, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1863.61, max: 1975.53
Date: 11-06 at 05:12:39, #particle: 5, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1806.15, max: 1885.11
Date: 11-06 at 05:13:04, #particle: 5, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1835.07, max: 1935.07
Date: 11-06 at 05:13:29, #particle: 5, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1891.49, max: 2008.44
Date: 11-06 at 05:13:59, #particle: 5, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1809.37, max: 1903.26
Date: 11-06 at 05:14:26, #particle: 5, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1800.49, max: 1869.18
Date: 11-06 at 05:14:50, #particle: 5, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1836.24, max: 1918.81
Date: 11-06 at 05:15:13, #particle: 5, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1868.85, max: 1959.36
Date: 11-06 at 05:15:40, #particle: 5, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1856.00, max: 2070.78
Date: 11-06 at 05:16:04, #particle: 5, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1900.72, max: 2137.16
Date: 11-06 at 05:16:33, #particle: 5, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1818.72, max: 1876.43
Date: 11-06 at 05:16:57, #particle: 5, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1846.05, max: 1941.81
Date: 11-06 at 05:17:21, #particle: 5, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1894.07, max: 1981.67
Date: 11-06 at 05:17:50, #particle: 5, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1814.54, max: 1863.83
Date: 11-06 at 05:18:15, #particle: 5, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58, best obj: 1750.64(18), mean: 1851.77, max: 1921.25
