Date: 07-08 at 18:27:40, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 1016.41(9) mean: 3503.78, max: 4440.13
Date: 07-08 at 18:28:33, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 870.30(7) mean: 2747.11, max: 4041.12
Date: 07-08 at 18:29:23, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 821.48(6) mean: 2203.97, max: 3514.09
Date: 07-08 at 18:30:12, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 759.71(5) mean: 1813.94, max: 3193.51
Date: 07-08 at 18:31:00, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 742.01(5) mean: 1280.92, max: 2169.19
Date: 07-08 at 18:31:48, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 742.01(5) mean: 879.09, max: 1083.51
Date: 07-08 at 18:32:39, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 742.01(5) mean: 853.66, max: 955.33
Date: 07-08 at 18:33:26, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 713.59(5) mean: 783.52, max: 841.35
Date: 07-08 at 18:34:12, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 704.85(4) mean: 734.10, max: 798.10
Date: 07-08 at 18:34:56, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 704.85(4) mean: 750.09, max: 868.95
Date: 07-08 at 18:35:42, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 704.85(4) mean: 707.57, max: 734.94
Date: 07-08 at 18:36:30, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 704.58(4) mean: 704.84, max: 704.85
Date: 07-08 at 18:37:16, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.63(4) mean: 735.15, max: 737.48
Date: 07-08 at 18:38:00, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.63(4) mean: 772.68, max: 777.69
Date: 07-08 at 18:38:44, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.63(4) mean: 717.04, max: 739.75
Date: 07-08 at 18:39:29, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.63(4) mean: 730.33, max: 770.50
Date: 07-08 at 18:40:18, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.09(4) mean: 703.73, max: 719.12
Date: 07-08 at 18:41:06, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.09(4) mean: 702.55, max: 702.63
Date: 07-08 at 18:41:51, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.09(4) mean: 738.27, max: 743.83
Date: 07-08 at 18:42:32, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.09(4) mean: 702.58, max: 703.17
Date: 07-08 at 18:43:22, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17 best obj: 702.09(4) mean: 703.42, max: 722.09
