Date: 11-20 at 23:52:28, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 1038.47(5), mean: 3101.81, max: 3839.01
Date: 11-20 at 23:53:38, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 971.02(5), mean: 2603.23, max: 3595.96
Date: 11-20 at 23:54:51, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 940.74(5), mean: 2280.32, max: 2980.26
Date: 11-20 at 23:56:06, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 906.58(5), mean: 1999.94, max: 2701.67
Date: 11-20 at 23:57:21, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 903.25(5), mean: 2042.99, max: 2745.77
Date: 11-20 at 23:58:32, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 901.65(5), mean: 1057.29, max: 1158.03
Date: 11-20 at 23:59:47, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 901.65(5), mean: 1112.75, max: 1215.99
Date: 11-21 at 00:00:59, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 862.23(7), mean: 993.22, max: 1099.18
Date: 11-21 at 00:02:13, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 849.65(7), mean: 980.34, max: 1101.31
Date: 11-21 at 00:03:27, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 846.42(7), mean: 1018.10, max: 1140.33
Date: 11-21 at 00:04:37, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 842.78(7), mean: 924.50, max: 1098.04
Date: 11-21 at 00:05:48, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 811.68(7), mean: 915.41, max: 1112.66
Date: 11-21 at 00:07:03, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 807.97(7), mean: 946.31, max: 1135.34
Date: 11-21 at 00:08:16, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 771.13(6), mean: 977.55, max: 1180.71
Date: 11-21 at 00:09:26, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 765.52(6), mean: 846.91, max: 935.87
Date: 11-21 at 00:10:38, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 765.24(6), mean: 828.02, max: 910.89
Date: 11-21 at 00:11:45, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 735.86(5), mean: 782.54, max: 854.64
Date: 11-21 at 00:12:57, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.98(5), mean: 811.33, max: 960.37
Date: 11-21 at 00:14:12, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 772.05, max: 837.38
Date: 11-21 at 00:15:23, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 806.09, max: 936.72
Date: 11-21 at 00:16:38, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 773.07, max: 865.41
Date: 11-21 at 00:17:54, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 775.55, max: 850.39
Date: 11-21 at 00:19:09, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 778.31, max: 827.20
Date: 11-21 at 00:20:21, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 763.76, max: 803.74
Date: 11-21 at 00:21:35, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 767.53, max: 818.68
Date: 11-21 at 00:22:51, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 763.13, max: 826.31
Date: 11-21 at 00:24:00, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 780.59, max: 845.42
Date: 11-21 at 00:25:12, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 755.62, max: 775.46
Date: 11-21 at 00:26:25, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.17, best obj: 734.93(5), mean: 760.42, max: 826.71
