Date: 08-07 at 05:50:14, iter: 1, new3, Khoo: 954.16, current_best: 1410.26 best obj: 1410.26(4) mean: 2360.92, max: 3325.08
Date: 08-07 at 05:51:23, iter: 2, new3, Khoo: 954.16, current_best: 1220.69 best obj: 1220.69(10) mean: 1999.33, max: 3053.60
Date: 08-07 at 05:53:03, iter: 3, new3, Khoo: 954.16, current_best: 1112.53 best obj: 1112.53(7) mean: 1813.26, max: 2663.16
Date: 08-07 at 05:54:11, iter: 4, new3, Khoo: 954.16, current_best: 1101.03 best obj: 1101.03(7) mean: 1809.98, max: 2669.57
Date: 08-07 at 05:55:54, iter: 5, new3, Khoo: 954.16, current_best: 1094.54 best obj: 1094.54(7) mean: 1534.78, max: 2188.18
Date: 08-07 at 05:57:37, iter: 6, new3, Khoo: 954.16, current_best: 1073.21 best obj: 1073.21(7) mean: 1169.98, max: 1244.94
Date: 08-07 at 05:58:40, iter: 7, new3, Khoo: 954.16, current_best: 1073.21 best obj: 1073.21(7) mean: 1267.12, max: 1354.15
Date: 08-07 at 06:00:15, iter: 8, new3, Khoo: 954.16, current_best: 1073.21 best obj: 1073.21(7) mean: 1214.97, max: 1350.70
Date: 08-07 at 06:01:54, iter: 9, new3, Khoo: 954.16, current_best: 1057.91 best obj: 1057.91(7) mean: 1125.04, max: 1190.92
Date: 08-07 at 06:03:38, iter: 10, new3, Khoo: 954.16, current_best: 1040.02 best obj: 1040.02(7) mean: 1111.88, max: 1193.24
Date: 08-07 at 06:05:07, iter: 11, new3, Khoo: 954.16, current_best: 1022.87 best obj: 1022.87(7) mean: 1130.92, max: 1222.91
Date: 08-07 at 06:06:49, iter: 12, new3, Khoo: 954.16, current_best: 1014.39 best obj: 1014.39(7) mean: 1141.20, max: 1229.03
Date: 08-07 at 06:08:35, iter: 13, new3, Khoo: 954.16, current_best: 1014.39 best obj: 1014.39(7) mean: 1133.92, max: 1246.76
Date: 08-07 at 06:10:17, iter: 14, new3, Khoo: 954.16, current_best: 1014.39 best obj: 1014.39(7) mean: 1076.65, max: 1179.01
Date: 08-07 at 06:11:55, iter: 15, new3, Khoo: 954.16, current_best: 1011.79 best obj: 1011.79(7) mean: 1070.30, max: 1172.71
Date: 08-07 at 06:13:32, iter: 16, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1068.70, max: 1165.53
Date: 08-07 at 06:15:18, iter: 17, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1091.19, max: 1230.32
Date: 08-07 at 06:17:06, iter: 18, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1075.66, max: 1206.45
Date: 08-07 at 06:18:41, iter: 19, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1062.91, max: 1150.42
Date: 08-07 at 06:20:21, iter: 21, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1212.72, max: 1395.93
Date: 08-07 at 06:22:02, iter: 22, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1100.67, max: 1333.31
Date: 08-07 at 06:23:26, iter: 23, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1095.18, max: 1212.82
Date: 08-07 at 06:24:52, iter: 24, new3, Khoo: 954.16, current_best: 1011.47 best obj: 1011.47(7) mean: 1049.28, max: 1169.80
Date: 08-07 at 06:26:19, iter: 25, new3, Khoo: 954.16, current_best: 1003.36 best obj: 1003.36(7) mean: 1042.44, max: 1165.90
Date: 08-07 at 06:27:50, iter: 26, new3, Khoo: 954.16, current_best: 1003.36 best obj: 1003.36(7) mean: 1047.40, max: 1208.50
Date: 08-07 at 06:28:54, iter: 27, new3, Khoo: 954.16, current_best: 1003.36 best obj: 1003.36(7) mean: 1094.44, max: 1292.97
Date: 08-07 at 06:30:25, iter: 28, new3, Khoo: 954.16, current_best: 1003.36 best obj: 1003.36(7) mean: 1046.05, max: 1186.14
Date: 08-07 at 06:31:59, iter: 29, new3, Khoo: 954.16, current_best: 995.44 best obj: 995.44(7) mean: 1034.79, max: 1181.53
Date: 08-07 at 06:33:42, iter: 30, new3, Khoo: 954.16, current_best: 995.44 best obj: 995.44(7) mean: 1029.93, max: 1143.31
Date: 08-07 at 06:35:18, iter: 31, new3, Khoo: 954.16, current_best: 995.44 best obj: 995.44(7) mean: 1018.15, max: 1065.69
Date: 08-07 at 06:37:00, iter: 32, new3, Khoo: 954.16, current_best: 995.44 best obj: 995.44(7) mean: 1022.38, max: 1102.91
Date: 08-07 at 06:38:44, iter: 34, new3, Khoo: 954.16, current_best: 995.44 best obj: 995.44(7) mean: 1270.54, max: 1737.35
