Date: 12-23 at 15:48:52, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1118.54(5), mean: 3351.55, max: 4333.54
Date: 12-23 at 15:49:28, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1033.68(5), mean: 1999.32, max: 3765.19
Date: 12-23 at 15:50:02, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1031.28(5), mean: 1687.02, max: 3645.36
Date: 12-23 at 15:50:31, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1028.79(5), mean: 1476.15, max: 2977.12
Date: 12-23 at 15:51:04, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1024.33(5), mean: 1189.03, max: 1495.12
Date: 12-23 at 15:51:36, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1005.18(5), mean: 1190.31, max: 1529.16
Date: 12-23 at 15:52:06, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 1005.11(5), mean: 1133.43, max: 1356.48
Date: 12-23 at 15:52:41, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 987.04(6), mean: 1089.95, max: 1241.25
Date: 12-23 at 15:53:18, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 954.00(5), mean: 1006.63, max: 1044.51
Date: 12-23 at 15:53:49, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 946.35(5), mean: 1035.03, max: 1092.04
Date: 12-23 at 15:54:27, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 946.35(5), mean: 1058.13, max: 1173.02
Date: 12-23 at 15:55:03, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 943.41(6), mean: 1016.77, max: 1099.17
Date: 12-23 at 15:55:45, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 903.82(6), mean: 1025.54, max: 1104.80
Date: 12-23 at 15:56:27, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 893.44(5), mean: 1048.53, max: 1153.84
Date: 12-23 at 15:57:02, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 891.72(5), mean: 981.60, max: 1036.80
Date: 12-23 at 15:57:32, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 891.72(5), mean: 965.58, max: 1027.42
Date: 12-23 at 15:58:03, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 891.72(5), mean: 936.82, max: 998.60
Date: 12-23 at 15:58:35, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 890.94(5), mean: 903.77, max: 941.34
Date: 12-23 at 15:59:08, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 786.38, best obj: 890.74(5), mean: 906.88, max: 965.06
