Date: 03-24 at 16:19:13, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 598.07(4), mean: 1287.44, max: 2014.79
Date: 03-24 at 16:19:14, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 537.36(3), mean: 1010.75, max: 1674.90
Date: 03-24 at 16:19:16, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 522.51(3), mean: 767.15, max: 1255.28
Date: 03-24 at 16:19:18, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 520.95(3), mean: 805.61, max: 1298.90
Date: 03-24 at 16:19:20, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 520.84(3), mean: 604.52, max: 728.27
Date: 03-24 at 16:19:23, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 518.70(3), mean: 571.72, max: 624.00
Date: 03-24 at 16:19:27, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 518.70(3), mean: 559.94, max: 615.74
Date: 03-24 at 16:19:30, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 518.70(3), mean: 562.41, max: 601.45
Date: 03-24 at 16:19:41, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 515.99(3), mean: 520.96, max: 555.70
Date: 03-24 at 16:19:43, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 550.38, max: 555.70
Date: 03-24 at 16:19:50, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 515.97, max: 515.99
Date: 03-24 at 16:20:02, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 515.97, max: 515.99
Date: 03-24 at 16:20:09, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 515.59, max: 515.59
Date: 03-24 at 16:20:21, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 515.59, max: 515.59
Date: 03-24 at 16:20:34, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 1811.24, max: 2098.48
Date: 03-24 at 16:20:37, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 893.97, max: 1366.03
Date: 03-24 at 16:20:40, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 621.56, max: 896.71
Date: 03-24 at 16:20:46, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 545.89, max: 655.13
Date: 03-24 at 16:20:55, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 1796.40, max: 2098.72
Date: 03-24 at 16:20:58, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 515.59(3), mean: 1138.35, max: 1803.89
