Date: 08-10 at 01:06:19, #particle: 30, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1838.96(19), mean: 2827.73, max: 3249.92
Date: 08-10 at 01:08:36, #particle: 30, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1765.89(18), mean: 2749.19, max: 3230.85
Date: 08-10 at 01:10:36, #particle: 30, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2617.51, max: 3181.76
Date: 08-10 at 01:12:46, #particle: 30, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2596.75, max: 3144.39
Date: 08-10 at 01:15:14, #particle: 30, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1958.69, max: 2071.60
Date: 08-10 at 01:17:19, #particle: 30, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1995.57, max: 2135.86
Date: 08-10 at 01:19:20, #particle: 30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1995.23, max: 2152.18
Date: 08-10 at 01:21:27, #particle: 30, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2031.87, max: 2223.73
Date: 08-10 at 01:23:21, #particle: 30, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2023.50, max: 2226.50
Date: 08-10 at 01:25:38, #particle: 30, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1933.01, max: 2234.00
Date: 08-10 at 01:27:50, #particle: 30, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1893.59, max: 2238.91
Date: 08-10 at 01:30:00, #particle: 30, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 1932.86, max: 2177.80
Date: 08-10 at 01:32:13, #particle: 30, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2916.63, max: 3213.20
Date: 08-10 at 01:34:14, #particle: 30, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2851.74, max: 3198.26
Date: 08-10 at 01:36:18, #particle: 30, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58, best obj: 1737.48(17), mean: 2559.03, max: 3183.25
