Date: 11-18 at 23:54:13, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1611.05(15), mean: 2809.70, max: 3535.60
Date: 11-18 at 23:55:35, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1546.31(15), mean: 2807.23, max: 3572.21
Date: 11-18 at 23:56:56, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1536.75(15), mean: 2800.80, max: 3551.99
Date: 11-18 at 23:58:21, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 2762.78, max: 3624.00
Date: 11-18 at 23:59:45, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 2638.32, max: 3564.40
Date: 11-19 at 00:01:13, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1692.47, max: 1903.36
Date: 11-19 at 00:02:32, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1723.31, max: 1825.06
Date: 11-19 at 00:03:53, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1657.94, max: 1900.41
Date: 11-19 at 00:05:13, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1703.26, max: 1935.08
Date: 11-19 at 00:06:33, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1756.10, max: 1986.56
Date: 11-19 at 00:07:57, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1799.64, max: 2068.61
Date: 11-19 at 00:09:18, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1526.33(15), mean: 1849.31, max: 2099.34
Date: 11-19 at 00:10:42, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1525.80(15), mean: 1769.09, max: 2056.86
Date: 11-19 at 00:12:02, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1508.36(15), mean: 1714.72, max: 2012.58
Date: 11-19 at 00:13:24, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1471.36(14), mean: 1576.33, max: 1701.60
Date: 11-19 at 00:14:43, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1471.04(14), mean: 1573.60, max: 1687.52
Date: 11-19 at 00:16:00, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1471.04(14), mean: 1595.86, max: 1711.85
Date: 11-19 at 00:17:20, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1453.86(14), mean: 1537.16, max: 1592.99
Date: 11-19 at 00:18:39, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1451.58(14), mean: 1539.78, max: 1634.58
Date: 11-19 at 00:19:56, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1451.50(14), mean: 1577.58, max: 1698.26
Date: 11-19 at 00:21:12, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1451.50(14), mean: 1621.15, max: 1720.06
Date: 11-19 at 00:22:32, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1447.94(15), mean: 1532.03, max: 1638.42
Date: 11-19 at 00:23:50, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1397.94(13), mean: 1588.13, max: 1729.97
Date: 11-19 at 00:25:05, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1506.83, max: 1572.57
Date: 11-19 at 00:26:27, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1575.75, max: 1669.54
Date: 11-19 at 00:27:43, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1567.11, max: 1708.23
Date: 11-19 at 00:28:58, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1470.34, max: 1555.35
Date: 11-19 at 00:30:15, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1436.55, max: 1527.21
Date: 11-19 at 00:31:36, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1425.83, max: 1494.58
Date: 11-19 at 00:32:52, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1436.05, max: 1606.48
Date: 11-19 at 00:34:07, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1395.78(13), mean: 1486.78, max: 1663.93
