Date: 11-18 at 20:40:14, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1701.02(15), mean: 2769.20, max: 3579.69
Date: 11-18 at 20:41:35, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1598.20(15), mean: 2743.14, max: 3505.84
Date: 11-18 at 20:42:55, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1541.79(14), mean: 2723.86, max: 3482.73
Date: 11-18 at 20:44:18, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1518.39(14), mean: 2764.12, max: 3420.78
Date: 11-18 at 20:45:45, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1513.52(14), mean: 1666.97, max: 1808.79
Date: 11-18 at 20:47:07, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1504.66(14), mean: 1674.50, max: 1848.37
Date: 11-18 at 20:48:28, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1504.66(14), mean: 1747.69, max: 1957.85
Date: 11-18 at 20:49:49, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1504.66(14), mean: 1732.26, max: 2011.89
Date: 11-18 at 20:51:10, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1504.66(14), mean: 1681.16, max: 2035.25
Date: 11-18 at 20:52:32, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1439.95(15), mean: 1604.04, max: 1699.81
Date: 11-18 at 20:53:48, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1425.68(14), mean: 1618.74, max: 1751.94
Date: 11-18 at 20:55:09, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1619.40, max: 1808.59
Date: 11-18 at 20:56:26, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1648.72, max: 1804.50
Date: 11-18 at 20:57:48, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1611.61, max: 1790.76
Date: 11-18 at 20:59:11, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1543.11, max: 1621.81
Date: 11-18 at 21:00:27, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1553.79, max: 1662.35
Date: 11-18 at 21:01:48, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1591.14, max: 1704.69
Date: 11-18 at 21:03:05, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1622.77, max: 1748.08
Date: 11-18 at 21:04:28, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1578.98, max: 1697.00
Date: 11-18 at 21:05:47, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1526.24, max: 1746.60
Date: 11-18 at 21:07:08, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1422.57(14), mean: 1478.23, max: 1574.49
Date: 11-18 at 21:08:28, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1261.67, best obj: 1421.96(14), mean: 1475.85, max: 1588.63
