Date: 07-13 at 06:33:59, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1414.47(13) mean: 3444.78, max: 4171.79
Date: 07-13 at 06:34:51, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1316.20(13) mean: 3064.38, max: 3874.58
Date: 07-13 at 06:35:50, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1236.10(13) mean: 3006.34, max: 3655.83
Date: 07-13 at 06:36:42, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1210.18(13) mean: 2836.13, max: 3497.14
Date: 07-13 at 06:37:36, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1174.15(13) mean: 2747.13, max: 3252.54
Date: 07-13 at 06:38:33, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1162.40(15) mean: 2693.91, max: 3228.20
Date: 07-13 at 06:39:31, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 972.42(13) mean: 2405.49, max: 3122.05
Date: 07-13 at 06:40:28, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 932.41(12) mean: 2322.15, max: 3162.48
Date: 07-13 at 06:41:32, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 932.41(12) mean: 1349.72, max: 3173.38
Date: 07-13 at 06:42:26, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 932.41(12) mean: 1165.90, max: 1361.15
Date: 07-13 at 06:43:22, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 923.80(12) mean: 1040.54, max: 1327.24
Date: 07-13 at 06:44:11, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 990.74, max: 1299.05
Date: 07-13 at 06:45:06, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 965.54, max: 1086.17
Date: 07-13 at 06:45:57, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(11) mean: 952.01, max: 1068.82
