Date: 03-29 at 17:36:07, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 310.18, max: 340.62
Date: 03-29 at 17:36:07, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:08, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:08, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:09, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:10, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 578.94, max: 801.82
Date: 03-29 at 17:36:13, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:13, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:14, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
Date: 03-29 at 17:36:15, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 573.65, max: 762.46
Date: 03-29 at 17:36:18, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 288.31(1), mean: 288.31, max: 288.31
