Date: 07-05 at 06:10:12, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1655.18(20) mean: 2518.11, max: 2850.04
Date: 07-05 at 06:12:07, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1604.45(20) mean: 2386.38, max: 2862.52
Date: 07-05 at 06:14:02, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1586.58(19) mean: 2116.55, max: 2852.40
Date: 07-05 at 06:15:56, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 2065.60, max: 2817.15
Date: 07-05 at 06:17:52, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 1898.75, max: 2699.90
Date: 07-05 at 06:19:41, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 1778.31, max: 1918.00
Date: 07-05 at 06:21:43, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 1688.27, max: 1817.24
Date: 07-05 at 06:23:42, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 1633.98, max: 1698.14
Date: 07-05 at 06:25:28, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1584.12(19) mean: 1679.07, max: 1755.04
Date: 07-05 at 06:27:29, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1569.64(20) mean: 1624.20, max: 1670.59
Date: 07-05 at 06:29:15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1668.45, max: 1734.04
Date: 07-05 at 06:31:08, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1678.96, max: 1754.74
Date: 07-05 at 06:33:00, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1685.48, max: 1835.82
Date: 07-05 at 06:34:59, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1638.47, max: 1837.30
Date: 07-05 at 06:36:51, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1684.80, max: 1872.94
Date: 07-05 at 06:38:54, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1614.72, max: 1658.44
Date: 07-05 at 06:40:55, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1624.90, max: 1680.20
Date: 07-05 at 06:42:43, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1642.26, max: 1696.58
Date: 07-05 at 06:44:39, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1621.42, max: 1714.10
Date: 07-05 at 06:46:38, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1568.27(20) mean: 1622.39, max: 1666.78
Date: 07-05 at 06:48:23, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1566.09(20) mean: 1632.59, max: 1688.45
Date: 07-05 at 06:50:16, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1563.42(20) mean: 1631.28, max: 1716.64
Date: 07-05 at 06:52:18, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1563.42(20) mean: 1597.69, max: 1634.71
Date: 07-05 at 06:53:56, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1563.42(20) mean: 1614.85, max: 1654.80
Date: 07-05 at 06:55:49, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1547.67(19) mean: 1608.62, max: 1709.11
Date: 07-05 at 06:57:49, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1572.55, max: 1603.99
Date: 07-05 at 06:59:33, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1588.31, max: 1636.01
Date: 07-05 at 07:01:20, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1622.88, max: 1676.26
Date: 07-05 at 07:03:16, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1610.24, max: 1722.34
Date: 07-05 at 07:04:58, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1621.58, max: 1760.75
Date: 07-05 at 07:06:53, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1603.49, max: 1799.24
Date: 07-05 at 07:08:46, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1608.52, max: 1674.73
Date: 07-05 at 07:10:44, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1579.31, max: 1614.61
Date: 07-05 at 07:12:38, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1579.01, max: 1647.66
Date: 07-05 at 07:14:38, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1576.74, max: 1634.20
Date: 07-05 at 07:16:30, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.44(20) mean: 1574.76, max: 1634.37
