Date: 07-04 at 12:31:29, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1776.88(20) mean: 2665.22, max: 2911.74
Date: 07-04 at 12:33:21, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1634.75(20) mean: 2383.02, max: 2885.77
Date: 07-04 at 12:35:22, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1598.47(20) mean: 1687.64, max: 1762.83
Date: 07-04 at 12:37:01, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1583.28(20) mean: 1711.31, max: 1807.83
Date: 07-04 at 12:38:41, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1560.92(20) mean: 1749.95, max: 1856.10
Date: 07-04 at 12:40:27, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1556.24(20) mean: 1738.64, max: 1893.37
Date: 07-04 at 12:42:11, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1556.24(20) mean: 1713.95, max: 1896.99
Date: 07-04 at 12:44:07, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1632.22, max: 1778.58
Date: 07-04 at 12:45:44, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1656.51, max: 1823.81
Date: 07-04 at 12:47:32, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1635.50, max: 1726.97
Date: 07-04 at 12:49:19, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1649.79, max: 1791.83
Date: 07-04 at 12:51:02, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1639.74, max: 1870.49
Date: 07-04 at 12:52:50, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1648.33, max: 1901.20
Date: 07-04 at 12:54:36, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1639.40, max: 1766.78
Date: 07-04 at 12:56:16, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1661.15, max: 1807.48
Date: 07-04 at 12:57:56, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1698.68, max: 1865.21
Date: 07-04 at 12:59:48, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1630.65, max: 1754.59
Date: 07-04 at 13:01:34, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1601.15, max: 1673.98
Date: 07-04 at 13:03:23, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1531.20(19) mean: 1595.75, max: 1675.13
Date: 07-04 at 13:05:11, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.65(19) mean: 1556.90, max: 1622.52
Date: 07-04 at 13:07:05, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1557.23, max: 1625.22
Date: 07-04 at 13:08:50, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1565.51, max: 1654.35
Date: 07-04 at 13:10:22, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1599.27, max: 1696.55
Date: 07-04 at 13:12:17, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1572.84, max: 1617.04
Date: 07-04 at 13:14:00, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1588.85, max: 1636.26
Date: 07-04 at 13:15:45, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1580.92, max: 1638.00
Date: 07-04 at 13:17:32, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1572.62, max: 1608.12
Date: 07-04 at 13:19:20, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1581.44, max: 1658.71
Date: 07-04 at 13:21:11, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1563.70, max: 1603.81
Date: 07-04 at 13:23:01, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1567.19, max: 1629.47
Date: 07-04 at 13:24:51, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1559.90, max: 1594.23
Date: 07-04 at 13:26:38, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1557.81, max: 1592.21
Date: 07-04 at 13:28:19, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1571.27, max: 1628.72
Date: 07-04 at 13:30:09, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1563.73, max: 1621.88
Date: 07-04 at 13:31:59, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1558.73, max: 1612.27
Date: 07-04 at 13:33:40, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1587.80, max: 1646.94
Date: 07-04 at 13:35:33, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1558.87, max: 1621.90
Date: 07-04 at 13:37:19, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1565.39, max: 1606.00
Date: 07-04 at 13:39:03, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1569.69, max: 1620.70
Date: 07-04 at 13:40:55, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1564.84, max: 1626.14
Date: 07-04 at 13:42:42, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.50(19) mean: 1564.37, max: 1624.13
Date: 07-04 at 13:44:33, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1520.21(19) mean: 1560.82, max: 1642.28
