Date: 08-09 at 01:42:07, iter: 1, new3, Khoo: 735.8, current_best: 990.68 best obj: 990.68(4) mean: 2799.04, max: 3565.19
Date: 08-09 at 01:43:53, iter: 2, new3, Khoo: 735.8, current_best: 903.58 best obj: 903.58(4) mean: 1894.09, max: 3037.36
Date: 08-09 at 01:46:05, iter: 3, new3, Khoo: 735.8, current_best: 878.07 best obj: 878.07(4) mean: 1546.24, max: 2659.94
Date: 08-09 at 01:47:56, iter: 4, new3, Khoo: 735.8, current_best: 867.99 best obj: 867.99(4) mean: 1400.18, max: 2440.47
Date: 08-09 at 01:48:53, iter: 5, new3, Khoo: 735.8, current_best: 865.57 best obj: 865.57(5) mean: 941.77, max: 1149.49
Date: 08-09 at 01:50:30, iter: 6, new3, Khoo: 735.8, current_best: 855.57 best obj: 855.57(5) mean: 921.32, max: 987.33
Date: 08-09 at 01:52:55, iter: 7, new3, Khoo: 735.8, current_best: 848.98 best obj: 848.98(5) mean: 909.94, max: 995.66
Date: 08-09 at 01:54:47, iter: 8, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 877.92, max: 941.47
Date: 08-09 at 01:56:17, iter: 9, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 912.72, max: 977.00
Date: 08-09 at 01:57:06, iter: 10, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 850.77, max: 876.33
Date: 08-09 at 01:58:37, iter: 11, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 848.43, max: 892.61
Date: 08-09 at 02:00:31, iter: 13, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 1066.11, max: 1546.76
Date: 08-09 at 02:02:03, iter: 14, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 983.37, max: 1475.03
Date: 08-09 at 02:02:52, iter: 15, new3, Khoo: 735.8, current_best: 846.80 best obj: 846.80(5) mean: 876.50, max: 1026.34
Date: 08-09 at 02:05:12, iter: 16, new3, Khoo: 735.8, current_best: 846.68 best obj: 846.68(5) mean: 870.02, max: 1028.34
Date: 08-09 at 02:07:02, iter: 17, new3, Khoo: 735.8, current_best: 843.26 best obj: 843.26(5) mean: 849.63, max: 915.10
Date: 08-09 at 02:07:52, iter: 18, new3, Khoo: 735.8, current_best: 840.17 best obj: 840.17(5) mean: 884.93, max: 951.53
Date: 08-09 at 02:08:49, iter: 19, new3, Khoo: 735.8, current_best: 840.17 best obj: 840.17(5) mean: 866.49, max: 904.88
Date: 08-09 at 02:10:40, iter: 20, new3, Khoo: 735.8, current_best: 840.17 best obj: 840.17(5) mean: 878.44, max: 954.09
Date: 08-09 at 02:12:30, iter: 21, new3, Khoo: 735.8, current_best: 840.17 best obj: 840.17(5) mean: 861.48, max: 888.84
Date: 08-09 at 02:13:27, iter: 23, new3, Khoo: 735.8, current_best: 840.17 best obj: 840.17(5) mean: 1091.11, max: 1643.84
Date: 08-09 at 02:15:20, iter: 24, new3, Khoo: 735.8, current_best: 835.54 best obj: 835.54(5) mean: 961.79, max: 1609.77
Date: 08-09 at 02:17:09, iter: 25, new3, Khoo: 735.8, current_best: 833.91 best obj: 833.91(5) mean: 975.34, max: 1637.62
Date: 08-09 at 02:18:40, iter: 26, new3, Khoo: 735.8, current_best: 833.91 best obj: 833.91(5) mean: 923.96, max: 1219.40
Date: 08-09 at 02:20:34, iter: 27, new3, Khoo: 735.8, current_best: 821.74 best obj: 821.74(5) mean: 860.88, max: 1065.57
Date: 08-09 at 02:21:54, iter: 28, new3, Khoo: 735.8, current_best: 812.37 best obj: 812.37(5) mean: 869.69, max: 1087.37
Date: 08-09 at 02:23:54, iter: 29, new3, Khoo: 735.8, current_best: 805.43 best obj: 805.43(6) mean: 869.77, max: 1152.49
Date: 08-09 at 02:25:50, iter: 30, new3, Khoo: 735.8, current_best: 804.75 best obj: 804.75(6) mean: 827.76, max: 952.76
Date: 08-09 at 02:27:14, iter: 31, new3, Khoo: 735.8, current_best: 804.75 best obj: 804.75(6) mean: 869.39, max: 1014.30
Date: 08-09 at 02:28:25, iter: 32, new3, Khoo: 735.8, current_best: 804.75 best obj: 804.75(6) mean: 865.60, max: 962.14
Date: 08-09 at 02:29:44, iter: 33, new3, Khoo: 735.8, current_best: 803.85 best obj: 803.85(6) mean: 818.93, max: 869.10
Date: 08-09 at 02:31:04, iter: 34, new3, Khoo: 735.8, current_best: 803.85 best obj: 803.85(6) mean: 815.16, max: 866.40
Date: 08-09 at 02:33:01, iter: 35, new3, Khoo: 735.8, current_best: 802.42 best obj: 802.42(6) mean: 811.53, max: 837.45
Date: 08-09 at 02:34:15, iter: 36, new3, Khoo: 735.8, current_best: 800.57 best obj: 800.57(6) mean: 808.96, max: 872.95
Date: 08-09 at 02:35:45, iter: 37, new3, Khoo: 735.8, current_best: 800.57 best obj: 800.57(6) mean: 805.51, max: 868.73
Date: 08-09 at 02:36:57, iter: 38, new3, Khoo: 735.8, current_best: 800.57 best obj: 800.57(6) mean: 819.82, max: 870.00
Date: 08-09 at 02:38:28, iter: 39, new3, Khoo: 735.8, current_best: 800.57 best obj: 800.57(6) mean: 803.63, max: 829.35
Date: 08-09 at 02:40:29, iter: 41, new3, Khoo: 735.8, current_best: 800.57 best obj: 800.57(6) mean: 1061.21, max: 1520.40
