Date: 01-08 at 17:58:36, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 1268.57(5), mean: 2880.97, max: 3633.05
Date: 01-08 at 17:59:12, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 990.78(5), mean: 2251.46, max: 3074.18
Date: 01-08 at 17:59:39, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 948.36(5), mean: 1685.87, max: 2230.86
Date: 01-08 at 18:00:12, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 921.23(5), mean: 1166.34, max: 1743.16
Date: 01-08 at 18:00:52, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 912.82(5), mean: 1114.99, max: 1686.63
Date: 01-08 at 18:01:29, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 879.25(6), mean: 939.99, max: 1079.68
Date: 01-08 at 18:02:02, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 856.04(6), mean: 949.60, max: 1003.07
Date: 01-08 at 18:02:47, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 855.02(6), mean: 959.07, max: 1048.13
Date: 01-08 at 18:03:37, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 829.86(6), mean: 974.81, max: 1092.27
Date: 01-08 at 18:04:22, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 779.42(5), mean: 977.86, max: 1117.17
Date: 01-08 at 18:04:49, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 779.42(5), mean: 872.59, max: 1023.99
Date: 01-08 at 18:05:36, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 779.42(5), mean: 857.34, max: 931.30
Date: 01-08 at 18:06:08, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 806.12, max: 826.88
Date: 01-08 at 18:06:34, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 846.34, max: 937.35
Date: 01-08 at 18:07:26, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 815.42, max: 852.49
Date: 01-08 at 18:08:00, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 804.66, max: 852.36
Date: 01-08 at 18:08:28, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 838.73, max: 941.47
Date: 01-08 at 18:08:56, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 1032.78, max: 1534.32
Date: 01-08 at 18:09:28, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.03(5), mean: 983.78, max: 1574.68
Date: 01-08 at 18:10:17, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 706.42(5), mean: 879.16, max: 1249.73
Date: 01-08 at 18:10:49, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 655.62(5), mean: 817.00, max: 984.77
Date: 01-08 at 18:11:15, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 647.87(5), mean: 662.39, max: 718.15
Date: 01-08 at 18:11:41, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 650.85, max: 690.69
Date: 01-08 at 18:12:07, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 645.74, max: 686.45
Date: 01-08 at 18:12:35, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 639.24, max: 669.27
Date: 01-08 at 18:13:08, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 641.81, max: 669.27
Date: 01-08 at 18:13:37, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 623.03(4), mean: 626.42, max: 626.66
Date: 01-08 at 18:14:03, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 623.03(4), mean: 626.42, max: 626.66
Date: 01-08 at 18:14:36, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 623.03(4), mean: 653.71, max: 655.90
Date: 01-08 at 18:15:10, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 623.03(4), mean: 623.81, max: 634.36
Date: 01-08 at 18:15:36, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(4), mean: 610.10, max: 623.03
Date: 01-08 at 18:16:04, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 604.15, max: 623.03
Date: 01-08 at 18:16:31, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 604.15, max: 623.03
Date: 01-08 at 18:16:59, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 604.15, max: 623.03
Date: 01-08 at 18:17:28, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
Date: 01-08 at 18:19:43, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
Date: 01-08 at 18:20:11, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
Date: 01-08 at 18:20:38, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
Date: 01-08 at 18:21:07, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
Date: 01-08 at 18:23:20, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 613.79, max: 784.33
Date: 01-08 at 18:23:47, #particle: 15, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 591.56(3), mean: 591.56, max: 591.56
