Date: 08-09 at 11:29:08, iter: 1, new3, Khoo: 1461.23, current_best: 1770.90 best obj: 1770.90(18) mean: 2978.26, max: 3518.42
Date: 08-09 at 11:30:53, iter: 2, new3, Khoo: 1461.23, current_best: 1704.86 best obj: 1704.86(17) mean: 3005.78, max: 3496.71
Date: 08-09 at 11:32:31, iter: 3, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 3021.21, max: 3531.51
Date: 08-09 at 11:34:11, iter: 4, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 2829.44, max: 3400.30
Date: 08-09 at 11:35:54, iter: 5, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 2758.57, max: 3354.68
Date: 08-09 at 11:37:33, iter: 6, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 2576.77, max: 3285.62
Date: 08-09 at 11:39:23, iter: 8, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 2120.28, max: 2950.71
Date: 08-09 at 11:41:02, iter: 9, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 2115.51, max: 2986.34
Date: 08-09 at 11:42:45, iter: 10, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 1783.37, max: 2201.04
Date: 08-09 at 11:44:23, iter: 11, new3, Khoo: 1461.23, current_best: 1654.90 best obj: 1654.90(15) mean: 1810.96, max: 1942.33
Date: 08-09 at 11:46:06, iter: 12, new3, Khoo: 1461.23, current_best: 1654.35 best obj: 1654.35(17) mean: 1767.50, max: 1949.65
Date: 08-09 at 11:47:38, iter: 13, new3, Khoo: 1461.23, current_best: 1653.34 best obj: 1653.34(17) mean: 1816.26, max: 1988.57
Date: 08-09 at 11:49:14, iter: 14, new3, Khoo: 1461.23, current_best: 1653.30 best obj: 1653.30(17) mean: 1842.89, max: 2061.16
Date: 08-09 at 11:51:00, iter: 15, new3, Khoo: 1461.23, current_best: 1653.30 best obj: 1653.30(17) mean: 1855.64, max: 2092.59
Date: 08-09 at 11:52:38, iter: 16, new3, Khoo: 1461.23, current_best: 1613.10 best obj: 1613.10(16) mean: 1897.24, max: 2163.03
Date: 08-09 at 11:54:26, iter: 17, new3, Khoo: 1461.23, current_best: 1585.07 best obj: 1585.07(16) mean: 1703.72, max: 1974.52
Date: 08-09 at 11:56:17, iter: 18, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1668.91, max: 1768.42
Date: 08-09 at 11:57:52, iter: 19, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1679.66, max: 1796.83
Date: 08-09 at 11:59:28, iter: 20, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1684.55, max: 1764.97
Date: 08-09 at 12:01:03, iter: 21, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1738.42, max: 1842.30
Date: 08-09 at 12:02:42, iter: 23, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1841.64, max: 2026.07
Date: 08-09 at 12:04:27, iter: 24, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1729.36, max: 1949.37
Date: 08-09 at 12:06:08, iter: 25, new3, Khoo: 1461.23, current_best: 1583.71 best obj: 1583.71(16) mean: 1645.73, max: 1740.02
Date: 08-09 at 12:07:50, iter: 26, new3, Khoo: 1461.23, current_best: 1565.67 best obj: 1565.67(16) mean: 1644.27, max: 1732.89
Date: 08-09 at 12:09:20, iter: 27, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1687.84, max: 1789.03
Date: 08-09 at 12:10:58, iter: 28, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1715.83, max: 1820.46
Date: 08-09 at 12:12:35, iter: 29, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1728.39, max: 1912.90
Date: 08-09 at 12:14:15, iter: 30, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1695.79, max: 1904.75
Date: 08-09 at 12:15:48, iter: 32, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1849.29, max: 2077.68
Date: 08-09 at 12:17:20, iter: 33, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1880.27, max: 2109.44
Date: 08-09 at 12:19:04, iter: 34, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1721.76, max: 2075.76
Date: 08-09 at 12:20:39, iter: 35, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1725.40, max: 2125.36
Date: 08-09 at 12:22:17, iter: 37, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(16) mean: 1779.04, max: 2159.14
Date: 08-09 at 12:24:12, iter: 39, new3, Khoo: 1461.23, current_best: 1564.32 best obj: 1564.32(17) mean: 1712.32, max: 1885.58
Date: 08-09 at 12:25:52, iter: 40, new3, Khoo: 1461.23, current_best: 1563.10 best obj: 1563.10(16) mean: 1647.47, max: 1706.36
Date: 08-09 at 12:27:31, iter: 41, new3, Khoo: 1461.23, current_best: 1563.10 best obj: 1563.10(16) mean: 1636.45, max: 1799.51
Date: 08-09 at 12:29:08, iter: 42, new3, Khoo: 1461.23, current_best: 1563.10 best obj: 1563.10(16) mean: 1670.59, max: 1868.16
Date: 08-09 at 12:30:47, iter: 43, new3, Khoo: 1461.23, current_best: 1517.55 best obj: 1517.55(15) mean: 1635.79, max: 1745.88
Date: 08-09 at 12:32:29, iter: 44, new3, Khoo: 1461.23, current_best: 1517.25 best obj: 1517.25(15) mean: 1619.08, max: 1719.25
Date: 08-09 at 12:33:57, iter: 45, new3, Khoo: 1461.23, current_best: 1517.24 best obj: 1517.24(15) mean: 1660.72, max: 1754.03
Date: 08-09 at 12:35:32, iter: 46, new3, Khoo: 1461.23, current_best: 1517.24 best obj: 1517.24(15) mean: 1667.00, max: 1761.19
Date: 08-09 at 12:37:17, iter: 47, new3, Khoo: 1461.23, current_best: 1517.24 best obj: 1517.24(15) mean: 1596.31, max: 1640.40
Date: 08-09 at 12:38:47, iter: 48, new3, Khoo: 1461.23, current_best: 1517.24 best obj: 1517.24(15) mean: 1656.17, max: 1719.09
Date: 08-09 at 12:40:20, iter: 50, new3, Khoo: 1461.23, current_best: 1517.24 best obj: 1517.24(15) mean: 1787.74, max: 1959.95
Date: 08-09 at 12:41:56, iter: 51, new3, Khoo: 1461.23, current_best: 1506.37 best obj: 1506.37(15) mean: 1584.39, max: 1650.30
Date: 08-09 at 12:43:30, iter: 52, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1618.07, max: 1697.59
Date: 08-09 at 12:45:11, iter: 53, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1600.15, max: 1679.38
Date: 08-09 at 12:46:42, iter: 54, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1617.26, max: 1727.44
Date: 08-09 at 12:48:24, iter: 55, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1586.85, max: 1667.60
Date: 08-09 at 12:50:00, iter: 57, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1656.85, max: 2023.70
Date: 08-09 at 12:51:27, iter: 58, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1700.13, max: 1998.90
Date: 08-09 at 12:53:03, iter: 59, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1678.90, max: 1972.01
Date: 08-09 at 12:54:39, iter: 60, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1577.53, max: 1665.51
Date: 08-09 at 12:56:11, iter: 62, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(15) mean: 1651.28, max: 2115.95
Date: 08-09 at 12:57:53, iter: 64, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1502.82(16) mean: 1688.75, max: 2161.46
Date: 08-09 at 12:59:23, iter: 65, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.59(15) mean: 1658.37, max: 2144.38
Date: 08-09 at 13:00:58, iter: 66, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.52(15) mean: 1619.34, max: 1890.14
Date: 08-09 at 13:02:32, iter: 68, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.52(15) mean: 1628.97, max: 1846.17
Date: 08-09 at 13:04:06, iter: 69, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.52(15) mean: 1622.29, max: 1883.30
Date: 08-09 at 13:05:33, iter: 70, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.52(15) mean: 1637.48, max: 1936.22
Date: 08-09 at 13:07:08, iter: 71, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.52(15) mean: 1562.16, max: 1774.17
Date: 08-09 at 13:08:45, iter: 73, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.12(15) mean: 1575.94, max: 1873.76
Date: 08-09 at 13:10:23, iter: 74, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.12(15) mean: 1572.79, max: 1873.76
Date: 08-09 at 13:12:15, iter: 76, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1507.12(16) mean: 1546.13, max: 1728.49
Date: 08-09 at 13:13:49, iter: 77, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1583.59(16) mean: 1728.95, max: 1946.29
Date: 08-09 at 13:15:21, iter: 79, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1572.35(16) mean: 1749.70, max: 2062.55
Date: 08-09 at 13:16:59, iter: 80, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1567.19(16) mean: 1715.28, max: 1922.35
Date: 08-09 at 13:18:35, iter: 81, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(16) mean: 1697.72, max: 1912.01
Date: 08-09 at 13:20:01, iter: 82, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(16) mean: 1728.07, max: 1932.60
Date: 08-09 at 13:21:26, iter: 84, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(16) mean: 1902.55, max: 2126.55
Date: 08-09 at 13:23:04, iter: 85, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(16) mean: 1820.25, max: 2022.34
Date: 08-09 at 13:24:36, iter: 86, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(16) mean: 1800.90, max: 2087.03
Date: 08-09 at 13:26:41, iter: 88, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1562.41(17) mean: 1759.60, max: 2021.54
Date: 08-09 at 13:28:08, iter: 90, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1637.76(17) mean: 2023.92, max: 2328.75
Date: 08-09 at 13:29:45, iter: 92, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1637.76(17) mean: 2293.42, max: 3270.09
Date: 08-09 at 13:31:31, iter: 93, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1637.76(17) mean: 1793.34, max: 1945.22
Date: 08-09 at 13:33:06, iter: 94, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1634.34(17) mean: 1799.24, max: 1999.60
Date: 08-09 at 13:34:42, iter: 96, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1629.74(17) mean: 1871.42, max: 2053.83
Date: 08-09 at 13:36:15, iter: 97, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1629.74(17) mean: 1884.60, max: 2119.08
Date: 08-09 at 13:37:45, iter: 98, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1629.74(17) mean: 1842.66, max: 2158.77
Date: 08-09 at 13:39:21, iter: 99, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1629.74(17) mean: 1718.30, max: 1882.09
Date: 08-09 at 13:41:11, iter: 102, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1748.63(17) mean: 1870.54, max: 2106.31
Date: 08-09 at 13:42:39, iter: 103, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1596.42(16) mean: 1803.79, max: 2002.48
Date: 08-09 at 13:44:12, iter: 104, new3, Khoo: 1461.23, current_best: 1502.82 best obj: 1591.03(16) mean: 1847.24, max: 2068.29
