Date: 08-04 at 20:25:54, iter: 1, new2, Khoo: 753.15, current_best: 1100.08 best obj: 1100.08(4) mean: 2887.15, max: 3791.83
Date: 08-04 at 20:26:57, iter: 2, new2, Khoo: 753.15, current_best: 1013.54 best obj: 1013.54(3) mean: 1996.58, max: 3065.18
Date: 08-04 at 20:28:02, iter: 3, new2, Khoo: 753.15, current_best: 954.81 best obj: 954.81(3) mean: 1841.70, max: 2829.91
Date: 08-04 at 20:28:47, iter: 4, new2, Khoo: 753.15, current_best: 927.93 best obj: 927.93(3) mean: 1299.94, max: 1964.18
Date: 08-04 at 20:29:40, iter: 5, new2, Khoo: 753.15, current_best: 925.91 best obj: 925.91(3) mean: 1028.89, max: 1154.88
Date: 08-04 at 20:30:41, iter: 6, new2, Khoo: 753.15, current_best: 919.64 best obj: 919.64(3) mean: 942.02, max: 982.14
Date: 08-04 at 20:31:42, iter: 7, new2, Khoo: 753.15, current_best: 907.21 best obj: 907.21(3) mean: 964.39, max: 1006.06
Date: 08-04 at 20:32:46, iter: 8, new2, Khoo: 753.15, current_best: 907.21 best obj: 907.21(3) mean: 918.59, max: 954.27
Date: 08-04 at 20:33:28, iter: 9, new2, Khoo: 753.15, current_best: 907.21 best obj: 907.21(3) mean: 929.95, max: 983.45
Date: 08-04 at 20:34:20, iter: 10, new2, Khoo: 753.15, current_best: 907.21 best obj: 907.21(3) mean: 914.16, max: 982.86
Date: 08-04 at 20:36:49, iter: 12, new2, Khoo: 753.15, current_best: 907.21 best obj: 907.21(3) mean: 1003.64, max: 1327.49
Date: 08-04 at 20:37:38, iter: 13, new2, Khoo: 753.15, current_best: 905.63 best obj: 905.63(3) mean: 971.88, max: 1338.30
Date: 08-04 at 20:38:44, iter: 14, new2, Khoo: 753.15, current_best: 894.51 best obj: 894.51(3) mean: 916.23, max: 970.63
Date: 08-04 at 20:39:30, iter: 15, new2, Khoo: 753.15, current_best: 887.79 best obj: 887.79(3) mean: 908.34, max: 982.00
Date: 08-04 at 20:40:17, iter: 16, new2, Khoo: 753.15, current_best: 883.66 best obj: 883.66(3) mean: 896.41, max: 924.60
Date: 08-04 at 20:41:17, iter: 17, new2, Khoo: 753.15, current_best: 883.66 best obj: 883.66(3) mean: 906.02, max: 972.17
Date: 08-04 at 20:42:04, iter: 18, new2, Khoo: 753.15, current_best: 883.66 best obj: 883.66(3) mean: 889.35, max: 918.31
