Date: 08-03 at 16:35:15, #particle: 30, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1346.65(14), mean: 2412.41, max: 2852.16
Date: 08-03 at 16:36:48, #particle: 30, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1273.23(14), mean: 2439.31, max: 2891.60
Date: 08-03 at 16:38:24, #particle: 30, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1251.67(14), mean: 2391.59, max: 2867.16
Date: 08-03 at 16:39:56, #particle: 30, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1251.09(14), mean: 2131.24, max: 2688.01
Date: 08-03 at 16:41:30, #particle: 30, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1251.09(14), mean: 1890.60, max: 2636.02
Date: 08-03 at 16:43:02, #particle: 30, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1251.09(14), mean: 1856.06, max: 2532.22
Date: 08-03 at 16:44:48, #particle: 30, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1200.80(14), mean: 1324.02, max: 1471.76
Date: 08-03 at 16:46:23, #particle: 30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1176.38(14), mean: 1274.70, max: 1400.99
Date: 08-03 at 16:47:49, #particle: 30, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1168.13(13), mean: 1322.69, max: 1436.33
Date: 08-03 at 16:49:17, #particle: 30, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1168.13(13), mean: 1357.81, max: 1490.28
Date: 08-03 at 16:50:57, #particle: 30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1072.41, best obj: 1168.13(13), mean: 1340.77, max: 1452.96
