Date: 04-09 at 01:00:54, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 262.29(4), mean: 313.93, max: 372.90
Date: 04-09 at 01:00:55, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 259.50(4), mean: 287.15, max: 344.76
Date: 04-09 at 01:00:55, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 259.50(4), mean: 280.58, max: 312.65
Date: 04-09 at 01:00:56, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 259.50(4), mean: 280.20, max: 312.65
Date: 04-09 at 01:00:57, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 278.63, max: 312.65
Date: 04-09 at 01:00:58, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 299.59, max: 365.07
Date: 04-09 at 01:00:59, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 353.40, max: 465.95
Date: 04-09 at 01:01:00, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 381.35, max: 518.37
Date: 04-09 at 01:01:01, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 435.16, max: 619.25
Date: 04-09 at 01:01:03, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 488.96, max: 720.13
Date: 04-09 at 01:01:05, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 550.60, max: 823.33
Date: 04-09 at 01:01:07, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 585.55, max: 875.75
Date: 04-09 at 01:01:10, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 652.80, max: 976.63
Date: 04-09 at 01:01:14, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 720.06, max: 1077.51
Date: 04-09 at 01:01:18, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 256.50(3), mean: 755.00, max: 1129.93
