Date: 07-10 at 19:17:02, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 1077.41(5) mean: 2802.51, max: 4173.43
Date: 07-10 at 19:18:03, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 912.24(9) mean: 2026.92, max: 3541.65
Date: 07-10 at 19:19:00, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 786.41(8) mean: 2047.64, max: 3514.00
Date: 07-10 at 19:19:59, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 753.96(6) mean: 1962.66, max: 3454.44
Date: 07-10 at 19:20:53, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 727.22(5) mean: 912.22, max: 1029.29
Date: 07-10 at 19:21:49, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 721.69(5) mean: 874.86, max: 1011.77
Date: 07-10 at 19:22:43, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 693.43(5) mean: 771.71, max: 889.32
Date: 07-10 at 19:23:38, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 693.43(5) mean: 794.21, max: 921.77
Date: 07-10 at 19:24:30, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 693.43(5) mean: 749.17, max: 825.24
Date: 07-10 at 19:25:20, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 687.84, max: 745.26
Date: 07-10 at 19:26:16, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 684.41, max: 703.26
Date: 07-10 at 19:27:08, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 672.02, max: 686.81
Date: 07-10 at 19:27:57, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 671.75, max: 685.89
Date: 07-10 at 19:28:55, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 669.83, max: 675.10
Date: 07-10 at 19:30:00, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 800.08, max: 1142.53
Date: 07-10 at 19:30:50, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 720.62, max: 987.51
Date: 07-10 at 19:31:45, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 694.12, max: 934.66
Date: 07-10 at 19:32:41, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 677.52, max: 726.47
Date: 07-10 at 19:33:44, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 724.00, max: 995.66
Date: 07-10 at 19:34:42, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 669.45(4) mean: 693.18, max: 852.61
Date: 07-10 at 19:35:36, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 683.84, max: 787.78
Date: 07-10 at 19:36:33, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 674.13, max: 698.58
Date: 07-10 at 19:37:25, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 702.56, max: 740.94
Date: 07-10 at 19:38:13, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 672.23, max: 714.87
Date: 07-10 at 19:39:06, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 678.92, max: 747.26
Date: 07-10 at 19:40:06, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 974.00, max: 1759.59
Date: 07-10 at 19:40:58, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 873.83, max: 1359.91
Date: 07-10 at 19:41:48, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 664.26(4) mean: 763.94, max: 1183.11
Date: 07-10 at 19:42:39, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 660.23(4) mean: 691.68, max: 917.92
Date: 07-10 at 19:43:34, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 665.23, max: 716.53
Date: 07-10 at 19:44:26, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 667.99, max: 712.62
Date: 07-10 at 19:45:19, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 667.57, max: 723.87
Date: 07-10 at 19:46:15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 667.55, max: 723.61
Date: 07-10 at 19:47:08, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 666.82, max: 712.62
Date: 07-10 at 19:48:16, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 754.59, max: 1253.95
Date: 07-10 at 19:49:11, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 712.40, max: 1124.46
Date: 07-10 at 19:50:03, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 698.93, max: 1070.72
Date: 07-10 at 19:50:58, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 672.50, max: 817.50
Date: 07-10 at 19:52:05, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 793.33, max: 1090.82
Date: 07-10 at 19:52:58, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 697.46, max: 908.63
Date: 07-10 at 19:53:50, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 677.23, max: 799.93
Date: 07-10 at 19:54:40, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 668.88, max: 718.33
Date: 07-10 at 19:55:47, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 739.44, max: 1070.85
Date: 07-10 at 19:56:41, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 707.27, max: 1047.50
Date: 07-10 at 19:57:34, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 668.99, max: 732.12
Date: 07-10 at 19:58:26, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 664.78, max: 732.12
Date: 07-10 at 19:59:40, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 700.61, max: 857.30
Date: 07-10 at 20:00:31, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 662.66, max: 718.30
Date: 07-10 at 20:01:28, iter: 56, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 662.64, max: 719.67
Date: 07-10 at 20:02:24, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 661.72, max: 705.80
Date: 07-10 at 20:03:41, iter: 59, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.57(4) mean: 692.95, max: 931.58
Date: 07-10 at 20:04:32, iter: 60, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 658.21(4) mean: 660.54, max: 688.54
Date: 07-10 at 20:05:29, iter: 61, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 650.72(4) mean: 658.06, max: 658.88
Date: 07-10 at 20:06:18, iter: 62, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 648.48, max: 649.55
Date: 07-10 at 20:07:09, iter: 63, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 658.19, max: 687.37
Date: 07-10 at 20:08:05, iter: 64, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 650.79, max: 681.16
Date: 07-10 at 20:09:02, iter: 65, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 651.83, max: 686.95
Date: 07-10 at 20:09:52, iter: 66, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 648.11, max: 648.11
Date: 07-10 at 20:10:51, iter: 68, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 648.11(4) mean: 822.10, max: 1579.98
Date: 07-10 at 20:11:42, iter: 69, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 624.06(4) mean: 691.92, max: 1251.38
