Date: 09-14 at 01:26:32, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 3201.35(5), mean: 8724.89, max: 11227.69
Date: 09-14 at 01:30:25, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2890.73(5), mean: 7830.34, max: 9870.25
Date: 09-14 at 01:34:55, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2823.36(5), mean: 7317.24, max: 9009.10
Date: 09-14 at 01:39:24, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2778.23(5), mean: 7339.57, max: 9057.69
Date: 09-14 at 01:44:09, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2763.78(5), mean: 5321.55, max: 7504.17
Date: 09-14 at 01:48:51, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2763.02(5), mean: 4834.63, max: 7498.27
Date: 09-14 at 01:52:30, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2763.02(5), mean: 3280.88, max: 4839.75
Date: 09-14 at 01:57:04, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2763.02(5), mean: 2978.76, max: 3517.19
Date: 09-14 at 02:01:53, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2742.38(6), mean: 3051.49, max: 3516.74
Date: 09-14 at 02:06:20, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2634.24(6), mean: 2974.93, max: 3492.33
Date: 09-14 at 02:11:24, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.88(6), mean: 2890.21, max: 3267.37
Date: 09-14 at 02:14:48, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 2993.72, max: 3299.55
Date: 09-14 at 02:19:56, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 3022.67, max: 3326.07
Date: 09-14 at 02:24:38, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 2880.55, max: 3210.49
Date: 09-14 at 02:28:08, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 2807.80, max: 3105.13
Date: 09-14 at 02:33:17, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 2892.10, max: 3169.01
Date: 09-14 at 02:36:59, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 3433.28, max: 4269.93
Date: 09-14 at 02:42:08, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2632.50(6), mean: 3206.18, max: 4243.65
Date: 09-14 at 02:47:02, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2578.01(7), mean: 2887.41, max: 3630.43
Date: 09-14 at 02:52:17, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2569.18(7), mean: 2706.18, max: 2886.17
Date: 09-14 at 02:58:19, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2566.60(7), mean: 2784.54, max: 2962.27
Date: 09-14 at 03:03:09, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2877.71, max: 3222.63
Date: 09-14 at 03:07:49, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3006.03, max: 3415.90
Date: 09-14 at 03:12:50, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2796.05, max: 3205.02
Date: 09-14 at 03:16:14, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2876.92, max: 3088.54
Date: 09-14 at 03:22:34, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2818.99, max: 3076.36
Date: 09-14 at 03:27:25, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3386.26, max: 4105.59
Date: 09-14 at 03:30:46, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3079.40, max: 3951.37
Date: 09-14 at 03:37:08, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3020.88, max: 3951.79
Date: 09-14 at 03:41:46, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2830.31, max: 3566.83
Date: 09-14 at 03:46:44, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3377.82, max: 4174.56
Date: 09-14 at 03:50:29, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 7955.20, max: 10869.80
Date: 09-14 at 03:53:59, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3227.69, max: 3415.90
Date: 09-14 at 03:57:36, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2976.14, max: 3157.53
Date: 09-14 at 04:04:04, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3971.48, max: 4874.15
Date: 09-14 at 04:10:14, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3323.06, max: 4673.85
Date: 09-14 at 04:14:50, #particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3335.29, max: 4752.64
Date: 09-14 at 04:19:42, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3199.62, max: 4625.07
Date: 09-14 at 04:24:40, #particle: 15, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3634.43, max: 4953.94
Date: 09-14 at 04:30:43, #particle: 15, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3305.87, max: 4234.21
Date: 09-14 at 04:35:50, #particle: 15, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 8028.30, max: 10429.38
Date: 09-14 at 04:40:44, #particle: 15, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3514.62, max: 8978.89
Date: 09-14 at 04:45:26, #particle: 15, iter: 51, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 4435.28, max: 10145.30
Date: 09-14 at 04:50:26, #particle: 15, iter: 52, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3827.63, max: 9773.56
Date: 09-14 at 04:53:44, #particle: 15, iter: 53, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3621.61, max: 6639.56
Date: 09-14 at 04:58:36, #particle: 15, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3230.50, max: 4253.03
Date: 09-14 at 05:03:31, #particle: 15, iter: 56, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3504.51, max: 4645.80
Date: 09-14 at 05:09:21, #particle: 15, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3257.90, max: 3931.94
Date: 09-14 at 05:14:02, #particle: 15, iter: 58, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3273.53, max: 3945.71
Date: 09-14 at 05:19:19, #particle: 15, iter: 60, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 8329.39, max: 10652.84
Date: 09-14 at 05:24:15, #particle: 15, iter: 62, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 4679.33, max: 9650.45
Date: 09-14 at 05:30:10, #particle: 15, iter: 63, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 4640.85, max: 9407.58
Date: 09-14 at 05:34:48, #particle: 15, iter: 64, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3659.06, max: 8634.28
Date: 09-14 at 05:40:54, #particle: 15, iter: 65, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3574.12, max: 8687.97
Date: 09-14 at 05:46:51, #particle: 15, iter: 67, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 4126.02, max: 8560.79
Date: 09-14 at 05:50:09, #particle: 15, iter: 68, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3768.27, max: 5296.12
Date: 09-14 at 05:55:49, #particle: 15, iter: 69, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3402.00, max: 4063.16
Date: 09-14 at 06:01:48, #particle: 15, iter: 70, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3220.66, max: 4026.38
Date: 09-14 at 06:05:50, #particle: 15, iter: 73, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 7326.14, max: 9267.28
Date: 09-14 at 06:11:03, #particle: 15, iter: 74, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 6171.09, max: 8411.12
Date: 09-14 at 06:14:34, #particle: 15, iter: 75, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3434.40, max: 7617.01
Date: 09-14 at 06:20:33, #particle: 15, iter: 76, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3462.47, max: 7553.00
Date: 09-14 at 06:24:06, #particle: 15, iter: 78, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3549.49, max: 4506.35
Date: 09-14 at 06:27:26, #particle: 15, iter: 79, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 2917.37, max: 3204.28
Date: 09-14 at 06:32:13, #particle: 15, iter: 80, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3000.63, max: 3321.88
Date: 09-14 at 06:38:08, #particle: 15, iter: 81, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3058.16, max: 3424.72
Date: 09-14 at 06:44:13, #particle: 15, iter: 83, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3570.28, max: 4139.05
Date: 09-14 at 06:49:29, #particle: 15, iter: 85, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 7945.47, max: 10711.68
Date: 09-14 at 06:53:04, #particle: 15, iter: 86, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3128.73, max: 3329.44
Date: 09-14 at 06:59:02, #particle: 15, iter: 87, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3195.22, max: 3391.41
Date: 09-14 at 07:03:49, #particle: 15, iter: 89, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3821.39, max: 5091.60
Date: 09-14 at 07:08:42, #particle: 15, iter: 90, fix: false, local: true, cut car: true, new generate: true, Khoo: 1981.29, best obj: 2565.42(7), mean: 3408.64, max: 4897.85
