Date: 12-28 at 17:36:31, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1408.79(16), mean: 2228.86, max: 2950.09
Date: 12-28 at 17:37:25, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1284.87(15), mean: 2165.53, max: 2805.63
Date: 12-28 at 17:38:21, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1269.93(14), mean: 2033.41, max: 2674.00
Date: 12-28 at 17:39:27, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1225.99(16), mean: 1314.74, max: 1421.96
Date: 12-28 at 17:40:22, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1186.67(15), mean: 1336.90, max: 1422.50
Date: 12-28 at 17:41:20, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1378.78, max: 1470.83
Date: 12-28 at 17:42:26, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1341.32, max: 1500.23
Date: 12-28 at 17:43:24, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1353.59, max: 1540.25
Date: 12-28 at 17:44:31, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1242.39, max: 1353.73
Date: 12-28 at 17:45:31, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1240.73, max: 1376.79
Date: 12-28 at 17:46:28, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1289.25, max: 1426.59
Date: 12-28 at 17:47:25, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1317.50, max: 1409.00
Date: 12-28 at 17:48:23, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1341.29, max: 1471.31
Date: 12-28 at 17:49:28, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1302.53, max: 1427.56
Date: 12-28 at 17:50:25, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1250.89, max: 1382.58
Date: 12-28 at 17:51:26, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1181.86(14), mean: 1233.81, max: 1301.37
