Date: 12-18 at 03:20:33, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1611.42(13), mean: 3497.86, max: 4021.24
Date: 12-18 at 03:21:22, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1379.80(13), mean: 3403.73, max: 3901.91
Date: 12-18 at 03:22:11, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1357.80(13), mean: 3304.11, max: 3733.38
Date: 12-18 at 03:23:05, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1345.88(13), mean: 3228.09, max: 3686.63
Date: 12-18 at 03:23:57, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1338.30(13), mean: 3100.94, max: 3537.16
Date: 12-18 at 03:24:47, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1338.30(13), mean: 2647.72, max: 3154.25
Date: 12-18 at 03:25:42, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1338.30(13), mean: 2647.58, max: 3174.98
Date: 12-18 at 03:26:37, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1256.24(16), mean: 2320.98, max: 3061.12
Date: 12-18 at 03:27:34, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1090.51(14), mean: 2330.65, max: 3080.94
Date: 12-18 at 03:28:26, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1054.55(13), mean: 2352.93, max: 3099.37
Date: 12-18 at 03:29:24, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1050.18(13), mean: 2096.38, max: 3028.43
Date: 12-18 at 03:30:20, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1050.18(13), mean: 1995.05, max: 2991.86
Date: 12-18 at 03:31:27, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1032.17(13), mean: 1248.15, max: 1462.17
Date: 12-18 at 03:32:18, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1024.31(13), mean: 1214.16, max: 1453.86
Date: 12-18 at 03:33:15, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 989.55(13), mean: 1094.79, max: 1196.89
Date: 12-18 at 03:34:04, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 989.55(13), mean: 1099.79, max: 1156.67
Date: 12-18 at 03:34:56, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 989.55(13), mean: 1070.51, max: 1162.32
Date: 12-18 at 03:35:51, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1069.44, max: 1128.40
Date: 12-18 at 03:36:41, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1084.34, max: 1163.63
Date: 12-18 at 03:37:33, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1067.99, max: 1231.68
Date: 12-18 at 03:38:25, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1057.35, max: 1156.44
Date: 12-18 at 03:39:22, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1053.01, max: 1124.19
Date: 12-18 at 03:40:15, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1043.81, max: 1139.66
Date: 12-18 at 03:41:08, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1050.18, max: 1128.02
Date: 12-18 at 03:42:03, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1049.93, max: 1126.48
Date: 12-18 at 03:42:57, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1054.53, max: 1143.75
Date: 12-18 at 03:43:51, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1052.15, max: 1161.41
Date: 12-18 at 03:44:43, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.42(13), mean: 1041.40, max: 1124.00
