Date: 07-15 at 05:59:19, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1563.56(13) mean: 3634.87, max: 4097.63
Date: 07-15 at 06:00:07, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1337.91(13) mean: 3450.08, max: 3937.37
Date: 07-15 at 06:01:02, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1229.07(13) mean: 3372.36, max: 3900.93
Date: 07-15 at 06:01:59, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1190.53(13) mean: 3112.83, max: 3817.22
Date: 07-15 at 06:03:00, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1163.20(13) mean: 2876.57, max: 3635.18
Date: 07-15 at 06:03:51, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1070.79(12) mean: 2759.78, max: 3485.82
Date: 07-15 at 06:04:42, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1032.15(12) mean: 2745.88, max: 3420.38
Date: 07-15 at 06:05:41, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1027.44(12) mean: 2203.51, max: 3083.95
Date: 07-15 at 06:06:44, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1015.49(12) mean: 2070.12, max: 3040.15
Date: 07-15 at 06:07:43, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 1006.71(14) mean: 1203.66, max: 1354.74
Date: 07-15 at 06:08:41, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 939.12(12) mean: 1082.56, max: 1217.66
Date: 07-15 at 06:09:30, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 890.24(12) mean: 1008.15, max: 1144.84
Date: 07-15 at 06:10:18, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 1005.87, max: 1127.59
Date: 07-15 at 06:11:13, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 1026.98, max: 1168.06
Date: 07-15 at 06:12:08, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 1001.54, max: 1135.86
Date: 07-15 at 06:13:01, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 1008.58, max: 1130.93
Date: 07-15 at 06:13:55, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 967.66, max: 1061.15
Date: 07-15 at 06:14:50, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 943.67, max: 1029.95
Date: 07-15 at 06:15:38, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 921.88, max: 1029.95
Date: 07-15 at 06:16:30, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 896.74, max: 953.43
Date: 07-15 at 06:17:28, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 892.75, max: 984.96
Date: 07-15 at 06:18:20, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 891.10, max: 980.50
Date: 07-15 at 06:19:13, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 891.09, max: 980.35
Date: 07-15 at 06:20:03, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 892.73, max: 973.56
Date: 07-15 at 06:20:54, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 866.00(11) mean: 870.99, max: 890.95
Date: 07-15 at 06:21:44, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.73, max: 869.05
Date: 07-15 at 06:22:30, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:23:18, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:24:09, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:25:02, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:25:52, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:26:37, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:27:26, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:28:16, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:29:06, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:29:57, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:30:46, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:31:37, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 863.53, max: 866.00
Date: 07-15 at 06:32:24, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:33:17, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:34:06, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:34:52, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:35:37, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:36:22, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:37:13, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:38:03, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:38:48, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:39:34, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:40:22, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:41:12, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:42:00, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:42:43, iter: 52, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:43:29, iter: 53, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:44:18, iter: 54, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:45:07, iter: 55, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:45:54, iter: 56, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:46:37, iter: 57, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:47:24, iter: 58, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:48:09, iter: 59, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:48:57, iter: 60, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:49:48, iter: 61, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:50:33, iter: 62, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:51:19, iter: 63, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:52:08, iter: 64, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:52:56, iter: 65, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:53:43, iter: 66, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:54:26, iter: 67, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:55:12, iter: 68, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:56:01, iter: 69, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:56:48, iter: 70, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:57:38, iter: 71, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:58:22, iter: 72, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:59:09, iter: 73, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 06:59:55, iter: 74, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:00:46, iter: 75, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:01:37, iter: 76, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:02:21, iter: 77, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:03:08, iter: 78, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:03:58, iter: 79, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:04:50, iter: 80, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:05:43, iter: 81, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:06:29, iter: 82, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:07:17, iter: 83, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:08:06, iter: 84, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:08:58, iter: 85, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:09:51, iter: 86, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:10:34, iter: 87, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:11:19, iter: 88, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:12:08, iter: 89, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:12:56, iter: 90, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:13:45, iter: 91, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:14:29, iter: 92, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:15:15, iter: 93, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:16:04, iter: 94, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:16:55, iter: 95, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-15 at 07:17:47, iter: 96, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
