Date: 08-08 at 14:50:47, iter: 1, new3, Khoo: 735.8, current_best: 997.85 best obj: 997.85(7) mean: 2249.75, max: 3527.90
Date: 08-08 at 14:51:23, iter: 2, new3, Khoo: 735.8, current_best: 938.20 best obj: 938.20(6) mean: 1680.08, max: 2557.06
Date: 08-08 at 14:52:02, iter: 3, new3, Khoo: 735.8, current_best: 910.02 best obj: 910.02(6) mean: 1697.10, max: 2576.46
Date: 08-08 at 14:52:31, iter: 4, new3, Khoo: 735.8, current_best: 883.12 best obj: 883.12(5) mean: 1090.80, max: 1634.59
Date: 08-08 at 14:53:16, iter: 5, new3, Khoo: 735.8, current_best: 882.33 best obj: 882.33(5) mean: 937.60, max: 1044.37
Date: 08-08 at 14:54:02, iter: 6, new3, Khoo: 735.8, current_best: 881.12 best obj: 881.12(5) mean: 897.19, max: 940.66
Date: 08-08 at 14:54:28, iter: 7, new3, Khoo: 735.8, current_best: 879.52 best obj: 879.52(5) mean: 930.16, max: 996.81
Date: 08-08 at 14:55:23, iter: 8, new3, Khoo: 735.8, current_best: 878.91 best obj: 878.91(5) mean: 925.57, max: 956.80
Date: 08-08 at 14:55:52, iter: 9, new3, Khoo: 735.8, current_best: 878.91 best obj: 878.91(5) mean: 890.55, max: 938.68
Date: 08-08 at 14:56:40, iter: 10, new3, Khoo: 735.8, current_best: 878.91 best obj: 878.91(5) mean: 901.81, max: 936.92
Date: 08-08 at 14:57:25, iter: 11, new3, Khoo: 735.8, current_best: 873.24 best obj: 873.24(5) mean: 884.84, max: 915.96
Date: 08-08 at 14:58:19, iter: 12, new3, Khoo: 735.8, current_best: 873.24 best obj: 873.24(5) mean: 885.66, max: 936.27
Date: 08-08 at 14:58:54, iter: 13, new3, Khoo: 735.8, current_best: 873.24 best obj: 873.24(5) mean: 901.09, max: 961.99
Date: 08-08 at 14:59:39, iter: 14, new3, Khoo: 735.8, current_best: 873.24 best obj: 873.24(5) mean: 884.91, max: 901.44
Date: 08-08 at 15:00:31, iter: 16, new3, Khoo: 735.8, current_best: 873.24 best obj: 873.24(5) mean: 1102.48, max: 1474.25
Date: 08-08 at 15:01:07, iter: 17, new3, Khoo: 735.8, current_best: 861.87 best obj: 861.87(4) mean: 920.37, max: 1098.45
Date: 08-08 at 15:01:47, iter: 18, new3, Khoo: 735.8, current_best: 858.51 best obj: 858.51(4) mean: 968.98, max: 1163.93
Date: 08-08 at 15:02:39, iter: 19, new3, Khoo: 735.8, current_best: 849.74 best obj: 849.74(4) mean: 908.18, max: 1084.42
Date: 08-08 at 15:03:29, iter: 20, new3, Khoo: 735.8, current_best: 846.08 best obj: 846.08(5) mean: 877.38, max: 961.68
Date: 08-08 at 15:04:35, iter: 21, new3, Khoo: 735.8, current_best: 845.84 best obj: 845.84(5) mean: 878.09, max: 968.11
Date: 08-08 at 15:05:20, iter: 22, new3, Khoo: 735.8, current_best: 845.84 best obj: 845.84(5) mean: 919.44, max: 1020.27
Date: 08-08 at 15:06:17, iter: 23, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 874.96, max: 978.31
Date: 08-08 at 15:07:22, iter: 24, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 877.64, max: 984.75
Date: 08-08 at 15:08:04, iter: 25, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 870.54, max: 960.12
Date: 08-08 at 15:08:47, iter: 26, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 912.85, max: 1010.02
Date: 08-08 at 15:09:30, iter: 28, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 1090.45, max: 1390.37
Date: 08-08 at 15:09:56, iter: 29, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 970.62, max: 1269.40
Date: 08-08 at 15:10:42, iter: 30, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 876.75, max: 1152.86
Date: 08-08 at 15:11:23, iter: 31, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 864.90, max: 957.20
Date: 08-08 at 15:12:06, iter: 33, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(5) mean: 1004.20, max: 1273.30
Date: 08-08 at 15:12:53, iter: 35, new3, Khoo: 735.8, current_best: 844.02 best obj: 844.02(6) mean: 951.40, max: 1293.03
Date: 08-08 at 15:13:32, iter: 36, new3, Khoo: 735.8, current_best: 844.02 best obj: 904.67(6) mean: 1141.99, max: 1292.88
Date: 08-08 at 15:14:21, iter: 37, new3, Khoo: 735.8, current_best: 844.02 best obj: 884.47(5) mean: 1065.90, max: 1241.49
Date: 08-08 at 15:15:09, iter: 39, new3, Khoo: 735.8, current_best: 844.02 best obj: 876.59(5) mean: 1182.10, max: 1550.42
Date: 08-08 at 15:16:10, iter: 40, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.97(5) mean: 1184.85, max: 1557.16
Date: 08-08 at 15:16:52, iter: 41, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.81(5) mean: 1067.11, max: 1386.42
Date: 08-08 at 15:17:41, iter: 42, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.81(5) mean: 1095.47, max: 1424.65
Date: 08-08 at 15:18:23, iter: 44, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.81(5) mean: 1037.41, max: 1237.21
Date: 08-08 at 15:19:07, iter: 45, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.81(5) mean: 953.56, max: 1097.81
Date: 08-08 at 15:19:57, iter: 47, new3, Khoo: 735.8, current_best: 844.02 best obj: 872.81(6) mean: 915.18, max: 997.44
Date: 08-08 at 15:20:37, iter: 48, new3, Khoo: 735.8, current_best: 844.02 best obj: 905.66(6) mean: 958.16, max: 1156.76
Date: 08-08 at 15:21:17, iter: 50, new3, Khoo: 735.8, current_best: 844.02 best obj: 892.17(6) mean: 1073.40, max: 1299.19
Date: 08-08 at 15:22:09, iter: 51, new3, Khoo: 735.8, current_best: 844.02 best obj: 891.15(6) mean: 1079.34, max: 1230.73
Date: 08-08 at 15:23:05, iter: 52, new3, Khoo: 735.8, current_best: 844.02 best obj: 891.15(6) mean: 932.26, max: 974.99
Date: 08-08 at 15:23:44, iter: 53, new3, Khoo: 735.8, current_best: 844.02 best obj: 891.15(6) mean: 974.72, max: 1007.88
