Date: 03-07 at 22:21:25, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 918.99(6), mean: 1947.58, max: 2489.75
Date: 03-07 at 22:21:40, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 792.83(5), mean: 1547.02, max: 2060.25
Date: 03-07 at 22:21:54, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 748.97(5), mean: 1344.42, max: 1868.13
Date: 03-07 at 22:22:12, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 732.32(6), mean: 1094.71, max: 1385.68
Date: 03-07 at 22:22:30, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 724.06(6), mean: 849.94, max: 944.25
Date: 03-07 at 22:22:44, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 721.12(6), mean: 878.37, max: 957.26
Date: 03-07 at 22:22:59, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 715.17(6), mean: 881.77, max: 967.68
Date: 03-07 at 22:23:16, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 639.90(6), mean: 744.31, max: 843.57
Date: 03-07 at 22:23:42, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 631.52(6), mean: 737.97, max: 856.85
Date: 03-07 at 22:23:56, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 593.98(5), mean: 765.51, max: 887.21
Date: 03-07 at 22:24:11, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 593.93(5), mean: 723.47, max: 878.42
Date: 03-07 at 22:24:26, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 593.93(5), mean: 734.17, max: 935.25
Date: 03-07 at 22:24:45, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 593.93(5), mean: 681.21, max: 797.73
Date: 03-07 at 22:25:08, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 593.93(5), mean: 643.91, max: 697.57
Date: 03-07 at 22:25:35, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 633.38, max: 688.53
Date: 03-07 at 22:25:58, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 626.24, max: 687.71
Date: 03-07 at 22:26:21, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 601.23, max: 625.06
Date: 03-07 at 22:26:38, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 636.16, max: 665.47
Date: 03-07 at 22:27:11, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 619.82, max: 652.98
Date: 03-07 at 22:27:35, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 2288.52, max: 2900.63
Date: 03-07 at 22:27:54, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 1658.01, max: 2283.04
Date: 03-07 at 22:28:17, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 938.59, max: 1083.73
Date: 03-07 at 22:28:36, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 925.38, max: 1097.88
Date: 03-07 at 22:28:57, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 2311.42, max: 2923.08
Date: 03-07 at 22:29:14, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 589.02(5), mean: 1776.81, max: 2215.50
