Date: 07-15 at 08:02:07, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1624.06(5) mean: 3984.83, max: 4761.88
Date: 07-15 at 08:02:50, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1580.44(5) mean: 3709.51, max: 4491.88
Date: 07-15 at 08:03:26, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1545.35(5) mean: 2575.65, max: 3441.48
Date: 07-15 at 08:04:12, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1524.17(5) mean: 2531.60, max: 3459.89
Date: 07-15 at 08:04:50, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1496.81(8) mean: 2017.56, max: 2769.97
Date: 07-15 at 08:05:37, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1402.44(7) mean: 1806.11, max: 2523.55
Date: 07-15 at 08:06:22, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1374.68(7) mean: 1815.61, max: 2518.45
Date: 07-15 at 08:07:10, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1334.01(7) mean: 1719.35, max: 2341.81
Date: 07-15 at 08:07:51, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1320.33(7) mean: 1535.12, max: 2260.03
Date: 07-15 at 08:08:40, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1320.33(7) mean: 1449.96, max: 1711.60
Date: 07-15 at 08:09:23, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1294.61(8) mean: 1383.44, max: 1509.80
Date: 07-15 at 08:10:18, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1286.21(8) mean: 1415.37, max: 1550.44
Date: 07-15 at 08:11:05, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1286.21(8) mean: 1445.27, max: 1620.97
Date: 07-15 at 08:11:47, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1252.65(8) mean: 1349.76, max: 1527.92
Date: 07-15 at 08:12:34, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1233.10(8) mean: 1363.49, max: 1484.34
Date: 07-15 at 08:13:15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1203.03(7) mean: 1291.33, max: 1369.27
Date: 07-15 at 08:14:05, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1203.03(7) mean: 1312.48, max: 1389.30
Date: 07-15 at 08:14:47, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1203.03(7) mean: 1269.93, max: 1384.68
Date: 07-15 at 08:15:36, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1203.03(7) mean: 1270.62, max: 1319.89
Date: 07-15 at 08:16:20, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1198.36(7) mean: 1237.33, max: 1353.57
Date: 07-15 at 08:17:04, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1192.55(9) mean: 1214.96, max: 1244.50
Date: 07-15 at 08:18:00, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1192.55(9) mean: 1222.91, max: 1257.01
Date: 07-15 at 08:18:38, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1192.55(9) mean: 1238.73, max: 1287.54
Date: 07-15 at 08:19:20, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1186.59(8) mean: 1209.50, max: 1244.85
Date: 07-15 at 08:20:02, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1186.59(8) mean: 1202.66, max: 1237.09
Date: 07-15 at 08:20:53, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1186.59(8) mean: 1204.47, max: 1243.39
Date: 07-15 at 08:21:43, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1186.59(8) mean: 1231.63, max: 1298.05
Date: 07-15 at 08:22:41, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1186.59(8) mean: 1210.46, max: 1287.06
Date: 07-15 at 08:23:26, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1182.10(8) mean: 1208.85, max: 1250.24
Date: 07-15 at 08:24:15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1182.10(8) mean: 1199.15, max: 1236.35
Date: 07-15 at 08:25:01, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1167.88(9) mean: 1197.54, max: 1230.77
Date: 07-15 at 08:25:45, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1267.65, max: 1319.87
Date: 07-15 at 08:26:31, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1246.48, max: 1321.18
Date: 07-15 at 08:27:14, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1188.14, max: 1225.44
Date: 07-15 at 08:28:07, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1166.44, max: 1224.48
Date: 07-15 at 08:29:07, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1162.69, max: 1180.35
Date: 07-15 at 08:29:51, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1161.32, max: 1167.06
Date: 07-15 at 08:30:38, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1160.90(8) mean: 1216.89, max: 1248.95
Date: 07-15 at 08:31:21, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1155.90(8) mean: 1163.99, max: 1210.26
Date: 07-15 at 08:32:06, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1155.90(8) mean: 1163.15, max: 1198.85
Date: 07-15 at 08:32:47, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1155.90(8) mean: 1221.73, max: 1254.90
Date: 07-15 at 08:33:41, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1180.81, max: 1251.29
Date: 07-15 at 08:34:43, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1167.80, max: 1222.02
Date: 07-15 at 08:35:25, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1207.99, max: 1277.30
Date: 07-15 at 08:36:20, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1168.67, max: 1217.81
Date: 07-15 at 08:37:03, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1202.57, max: 1286.86
Date: 07-15 at 08:37:53, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1163.65, max: 1209.45
Date: 07-15 at 08:38:52, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1161.48, max: 1197.98
Date: 07-15 at 08:39:58, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1160.82, max: 1191.25
Date: 07-15 at 08:40:42, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1160.82, max: 1191.25
Date: 07-15 at 08:41:34, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1160.82, max: 1191.25
Date: 07-15 at 08:42:14, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1187.44, max: 1268.90
Date: 07-15 at 08:43:03, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1158.53, max: 1191.35
Date: 07-15 at 08:43:49, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1156.19, max: 1191.25
Date: 07-15 at 08:44:38, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1156.19, max: 1191.25
Date: 07-15 at 08:45:21, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1185.81, max: 1248.82
Date: 07-15 at 08:46:02, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1178.47, max: 1279.49
Date: 07-15 at 08:46:44, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1151.61(8) mean: 1154.98, max: 1172.51
Date: 07-15 at 08:47:29, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1141.93(9) mean: 1152.04, max: 1160.90
Date: 07-15 at 08:48:19, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1151.74, max: 1160.90
Date: 07-15 at 08:49:03, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1155.43, max: 1164.67
Date: 07-15 at 08:50:07, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1155.43, max: 1164.67
Date: 07-15 at 08:51:11, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1155.43, max: 1164.67
Date: 07-15 at 08:52:19, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1155.27, max: 1164.67
Date: 07-15 at 08:53:03, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1174.09, max: 1193.37
Date: 07-15 at 08:53:54, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1158.65, max: 1167.06
Date: 07-15 at 08:54:41, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1156.87, max: 1167.06
Date: 07-15 at 08:55:27, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1197.14, max: 1210.59
Date: 07-15 at 08:56:16, iter: 69, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1178.37, max: 1194.61
Date: 07-15 at 08:57:01, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1173.28, max: 1190.18
Date: 07-15 at 08:57:55, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1171.05, max: 1189.62
Date: 07-15 at 08:58:42, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1177.38, max: 1215.93
Date: 07-15 at 08:59:38, iter: 73, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1137.32(9) mean: 1168.46, max: 1189.62
Date: 07-15 at 09:00:29, iter: 74, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1134.93(9) mean: 1167.13, max: 1223.65
