Date: 08-10 at 23:41:05, iter: 1, new3, Khoo: 1072.41, current_best: 1336.19 best obj: 1336.19(14) mean: 2403.09, max: 2887.81
Date: 08-10 at 23:43:20, iter: 2, new3, Khoo: 1072.41, current_best: 1275.55 best obj: 1275.55(13) mean: 2174.56, max: 2695.95
Date: 08-10 at 23:45:46, iter: 3, new3, Khoo: 1072.41, current_best: 1233.98 best obj: 1233.98(13) mean: 2110.12, max: 2742.21
Date: 08-10 at 23:48:17, iter: 4, new3, Khoo: 1072.41, current_best: 1226.17 best obj: 1226.17(13) mean: 1313.65, max: 1404.45
Date: 08-10 at 23:50:30, iter: 5, new3, Khoo: 1072.41, current_best: 1216.26 best obj: 1216.26(13) mean: 1345.66, max: 1445.39
Date: 08-10 at 23:52:38, iter: 6, new3, Khoo: 1072.41, current_best: 1216.26 best obj: 1216.26(13) mean: 1385.11, max: 1494.01
Date: 08-10 at 23:55:02, iter: 7, new3, Khoo: 1072.41, current_best: 1215.62 best obj: 1215.62(15) mean: 1286.07, max: 1474.13
Date: 08-10 at 23:57:22, iter: 8, new3, Khoo: 1072.41, current_best: 1208.54 best obj: 1208.54(15) mean: 1319.75, max: 1522.79
Date: 08-10 at 23:59:25, iter: 9, new3, Khoo: 1072.41, current_best: 1207.48 best obj: 1207.48(15) mean: 1373.46, max: 1566.43
Date: 08-11 at 00:01:44, iter: 10, new3, Khoo: 1072.41, current_best: 1207.48 best obj: 1207.48(15) mean: 1402.14, max: 1603.23
Date: 08-11 at 00:04:12, iter: 11, new3, Khoo: 1072.41, current_best: 1207.48 best obj: 1207.48(15) mean: 1254.50, max: 1349.94
Date: 08-11 at 00:06:23, iter: 12, new3, Khoo: 1072.41, current_best: 1199.97 best obj: 1199.97(15) mean: 1279.49, max: 1392.07
Date: 08-11 at 00:08:43, iter: 13, new3, Khoo: 1072.41, current_best: 1179.43 best obj: 1179.43(14) mean: 1294.00, max: 1449.14
Date: 08-11 at 00:10:59, iter: 14, new3, Khoo: 1072.41, current_best: 1179.19 best obj: 1179.19(14) mean: 1327.39, max: 1483.30
Date: 08-11 at 00:13:16, iter: 15, new3, Khoo: 1072.41, current_best: 1170.45 best obj: 1170.45(14) mean: 1336.79, max: 1517.78
Date: 08-11 at 00:15:36, iter: 16, new3, Khoo: 1072.41, current_best: 1164.55 best obj: 1164.55(14) mean: 1339.27, max: 1502.83
Date: 08-11 at 00:18:01, iter: 17, new3, Khoo: 1072.41, current_best: 1164.55 best obj: 1164.55(14) mean: 1257.52, max: 1366.45
Date: 08-11 at 00:20:04, iter: 18, new3, Khoo: 1072.41, current_best: 1164.55 best obj: 1164.55(14) mean: 1296.29, max: 1420.35
Date: 08-11 at 00:22:22, iter: 19, new3, Khoo: 1072.41, current_best: 1164.55 best obj: 1164.55(14) mean: 1261.12, max: 1390.68
Date: 08-11 at 00:24:46, iter: 21, new3, Khoo: 1072.41, current_best: 1164.55 best obj: 1164.55(14) mean: 1296.89, max: 1540.32
Date: 08-11 at 00:26:56, iter: 22, new3, Khoo: 1072.41, current_best: 1153.25 best obj: 1153.25(13) mean: 1231.94, max: 1392.72
Date: 08-11 at 00:29:05, iter: 23, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1212.01, max: 1402.85
Date: 08-11 at 00:31:08, iter: 24, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1263.33, max: 1442.73
Date: 08-11 at 00:33:22, iter: 25, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1196.90, max: 1273.14
Date: 08-11 at 00:35:31, iter: 26, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1220.76, max: 1322.39
Date: 08-11 at 00:37:51, iter: 28, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1321.47, max: 1510.03
Date: 08-11 at 00:40:03, iter: 29, new3, Khoo: 1072.41, current_best: 1142.42 best obj: 1142.42(13) mean: 1288.22, max: 1488.50
