Date: 07-10 at 14:04:10, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1363.29(10) mean: 1969.52, max: 3654.29
Date: 07-10 at 14:04:56, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1149.82(10) mean: 1891.03, max: 3391.27
Date: 07-10 at 14:05:44, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1146.14(10) mean: 1860.20, max: 3117.82
Date: 07-10 at 14:06:35, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.69(9) mean: 1863.27, max: 3048.80
Date: 07-10 at 14:07:23, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1756.76, max: 2985.18
Date: 07-10 at 14:08:13, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1714.28, max: 2981.48
Date: 07-10 at 14:09:05, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1518.55, max: 2616.92
Date: 07-10 at 14:09:53, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1541.05, max: 2693.24
Date: 07-10 at 14:10:46, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1281.29, max: 1382.35
Date: 07-10 at 14:11:39, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1415.28, max: 1705.12
Date: 07-10 at 14:12:28, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1341.16, max: 1630.84
Date: 07-10 at 14:13:23, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1287.86, max: 1541.93
Date: 07-10 at 14:14:12, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1259.07, max: 1383.06
Date: 07-10 at 14:15:04, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1418.85, max: 1641.20
Date: 07-10 at 14:15:56, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1227.74, max: 1339.42
Date: 07-10 at 14:16:44, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1258.02, max: 1381.56
Date: 07-10 at 14:17:34, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1268.72, max: 1424.17
Date: 07-10 at 14:18:30, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1402.58, max: 1654.81
Date: 07-10 at 14:19:18, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1355.83, max: 1690.09
Date: 07-10 at 14:20:07, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1349.03, max: 1709.51
Date: 07-10 at 14:20:59, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1212.81, max: 1351.42
Date: 07-10 at 14:21:48, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1463.91, max: 1659.23
Date: 07-10 at 14:22:40, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.37(9) mean: 1424.15, max: 1713.15
Date: 07-10 at 14:23:32, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1102.05(9) mean: 1212.94, max: 1342.37
Date: 07-10 at 14:24:20, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1073.17(8) mean: 1220.26, max: 1367.01
Date: 07-10 at 14:25:12, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1294.83, max: 1446.97
Date: 07-10 at 14:26:01, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1255.85, max: 1368.39
Date: 07-10 at 14:26:49, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1276.44, max: 1383.69
Date: 07-10 at 14:27:42, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1182.35, max: 1341.71
Date: 07-10 at 14:28:29, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1182.05, max: 1367.98
Date: 07-10 at 14:29:17, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1337.24, max: 1502.33
Date: 07-10 at 14:30:07, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1071.10(8) mean: 1205.00, max: 1354.41
Date: 07-10 at 14:30:53, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1065.11(8) mean: 1185.82, max: 1345.87
Date: 07-10 at 14:31:46, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1056.49(8) mean: 1126.65, max: 1220.29
Date: 07-10 at 14:32:29, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1052.38(8) mean: 1179.44, max: 1288.94
Date: 07-10 at 14:33:20, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1045.36(8) mean: 1131.69, max: 1215.48
Date: 07-10 at 14:34:11, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1045.36(8) mean: 1137.42, max: 1234.13
Date: 07-10 at 14:34:59, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1045.36(8) mean: 1134.15, max: 1227.51
Date: 07-10 at 14:35:51, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1038.52(8) mean: 1069.35, max: 1126.38
Date: 07-10 at 14:36:38, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1038.52(8) mean: 1078.94, max: 1179.19
Date: 07-10 at 14:37:25, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1035.58(8) mean: 1074.94, max: 1154.34
