Date: 07-10 at 08:45:49, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1442.91(5) mean: 3931.50, max: 5008.25
Date: 07-10 at 08:46:46, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1309.28(5) mean: 2533.86, max: 4271.03
Date: 07-10 at 08:47:36, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1232.41(8) mean: 1826.44, max: 3273.33
Date: 07-10 at 08:48:25, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1187.03(8) mean: 1815.16, max: 2989.53
Date: 07-10 at 08:49:17, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1155.29(8) mean: 1809.71, max: 3008.21
Date: 07-10 at 08:50:03, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1148.96(8) mean: 1841.74, max: 2882.34
Date: 07-10 at 08:50:52, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1148.96(8) mean: 1645.84, max: 2392.21
Date: 07-10 at 08:51:43, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1148.96(8) mean: 1676.30, max: 2323.29
Date: 07-10 at 08:52:37, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1148.96(8) mean: 1477.50, max: 2134.97
Date: 07-10 at 08:53:32, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1145.26(9) mean: 1313.70, max: 1620.04
Date: 07-10 at 08:54:28, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1127.30(9) mean: 1271.44, max: 1476.16
Date: 07-10 at 08:55:18, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1121.05(8) mean: 1200.56, max: 1400.01
Date: 07-10 at 08:56:11, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1103.34(8) mean: 1176.97, max: 1323.28
Date: 07-10 at 08:57:01, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1098.63(8) mean: 1182.18, max: 1269.29
Date: 07-10 at 08:57:51, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1098.63(8) mean: 1165.42, max: 1323.60
Date: 07-10 at 08:58:44, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1096.22(9) mean: 1140.02, max: 1230.33
Date: 07-10 at 08:59:32, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1086.91(9) mean: 1194.09, max: 1303.20
Date: 07-10 at 09:00:20, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1086.91(9) mean: 1201.31, max: 1308.06
Date: 07-10 at 09:01:16, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1086.91(9) mean: 1138.21, max: 1188.27
Date: 07-10 at 09:02:04, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1086.91(9) mean: 1162.00, max: 1226.05
Date: 07-10 at 09:02:50, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1086.91(9) mean: 1182.30, max: 1252.88
