Date: 07-14 at 23:01:48, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1881.93(18) mean: 2837.93, max: 3525.78
Date: 07-14 at 23:02:51, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1815.90(17) mean: 2846.50, max: 3472.50
Date: 07-14 at 23:04:00, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1764.42(17) mean: 2618.45, max: 3162.90
Date: 07-14 at 23:05:09, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1761.22(17) mean: 2543.89, max: 3157.49
Date: 07-14 at 23:06:15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1761.22(17) mean: 2489.69, max: 3139.63
Date: 07-14 at 23:07:27, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1761.22(17) mean: 2418.53, max: 2959.50
Date: 07-14 at 23:08:43, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1720.22(19) mean: 1817.37, max: 1933.91
Date: 07-14 at 23:09:44, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1862.65, max: 1993.38
Date: 07-14 at 23:10:55, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1856.30, max: 2027.76
Date: 07-14 at 23:12:02, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1874.79, max: 2095.94
Date: 07-14 at 23:13:09, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1902.44, max: 2143.63
Date: 07-14 at 23:14:19, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1847.67, max: 2026.39
Date: 07-14 at 23:15:21, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 2014.28, max: 2331.81
Date: 07-14 at 23:16:24, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 2036.67, max: 2239.84
Date: 07-14 at 23:17:35, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1679.98(17) mean: 1920.82, max: 2281.21
Date: 07-14 at 23:18:44, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1669.85(18) mean: 1776.77, max: 2031.48
Date: 07-14 at 23:19:50, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1647.86(18) mean: 1827.34, max: 2099.08
Date: 07-14 at 23:20:56, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1647.86(18) mean: 1854.81, max: 2134.38
Date: 07-14 at 23:21:57, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1647.86(18) mean: 1860.65, max: 2186.41
Date: 07-14 at 23:23:06, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1624.56(17) mean: 1775.68, max: 2175.69
Date: 07-14 at 23:24:14, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1619.82(17) mean: 1697.40, max: 1783.91
Date: 07-14 at 23:25:16, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1461.23 best obj: 1619.82(17) mean: 1736.78, max: 1854.13
